chunk_id,feedback_id,project_id,user_id,chunk_index,chunk_text,token_count,embedding_status,source_type,created_at
CHNK00004588,FDBK00004588,PROJ000067,USR000263,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2025-07-11
CHNK00004589,FDBK00004589,PROJ000250,USR000018,1,How do I archive projects?,5,Pending,Customer Feedback,2024-11-22
CHNK00004590,FDBK00004590,PROJ000097,USR000753,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2025-12-31
CHNK00004591,FDBK00004591,PROJ000061,USR000732,1,Support response is too slow.,5,Pending,Customer Feedback,2025-09-30
CHNK00004592,FDBK00004592,PROJ000156,USR000039,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2024-12-12
CHNK00004593,FDBK00004593,PROJ000105,USR000577,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2025-05-13
CHNK00004594,FDBK00004594,PROJ000192,USR000531,1,Application freezes frequently.,3,Pending,Customer Feedback,2024-11-01
CHNK00004595,FDBK00004595,PROJ000006,USR000063,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2025-02-21
CHNK00004596,FDBK00004596,PROJ000210,USR000350,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2026-07-19
CHNK00004597,FDBK00004597,PROJ000181,USR000027,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2025-04-19
CHNK00004598,FDBK00004598,PROJ000125,USR000563,1,AI suggestions are extremely useful.,5,Pending,Customer Feedback,2024-12-08
CHNK00004599,FDBK00004599,PROJ000237,USR000034,1,Fast and reliable platform.,4,Pending,Customer Feedback,2025-05-16
CHNK00004600,FDBK00004600,PROJ000042,USR000137,1,Simplify navigation menus.,3,Pending,Customer Feedback,2026-04-27
CHNK00004601,FDBK00004601,PROJ000176,USR000657,1,Notification emails are duplicated.,4,Pending,Customer Feedback,2026-02-26
CHNK00004602,FDBK00004602,PROJ000106,USR000166,1,Is API access available?,4,Pending,Customer Feedback,2025-03-26
CHNK00004603,FDBK00004603,PROJ000188,USR000216,1,How do I archive projects?,5,Pending,Customer Feedback,2026-04-09
CHNK00004604,FDBK00004604,PROJ000006,USR000669,1,Reduce loading times.,3,Pending,Customer Feedback,2025-02-10
CHNK00004605,FDBK00004605,PROJ000102,USR000590,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2025-02-25
CHNK00004606,FDBK00004606,PROJ000044,USR000063,1,Application freezes frequently.,3,Pending,Customer Feedback,2024-10-26
CHNK00004607,FDBK00004607,PROJ000223,USR000043,1,Reduce loading times.,3,Pending,Customer Feedback,2025-04-22
CHNK00004608,FDBK00004608,PROJ000132,USR000602,1,Very intuitive interface.,3,Pending,Customer Feedback,2026-01-27
CHNK00004609,FDBK00004609,PROJ000103,USR000503,1,Too many unnecessary notifications.,4,Pending,Customer Feedback,2025-07-30
CHNK00004610,FDBK00004610,PROJ000164,USR000601,1,Provide export to PDF option.,5,Pending,Customer Feedback,2025-12-30
CHNK00004611,FDBK00004611,PROJ000097,USR000635,1,Application freezes frequently.,3,Pending,Customer Feedback,2025-06-16
CHNK00004612,FDBK00004612,PROJ000118,USR000761,1,How do permissions work?,4,Pending,Customer Feedback,2026-06-11
CHNK00004613,FDBK00004613,PROJ000231,USR000089,1,Support multilingual interface.,3,Pending,Customer Feedback,2026-06-07
CHNK00004614,FDBK00004614,PROJ000184,USR000638,1,Too many unnecessary notifications.,4,Pending,Customer Feedback,2024-12-26
CHNK00004615,FDBK00004615,PROJ000020,USR000259,1,Reduce loading times.,3,Pending,Customer Feedback,2024-07-23
CHNK00004616,FDBK00004616,PROJ000178,USR000009,1,Support response is too slow.,5,Pending,Customer Feedback,2026-07-20
CHNK00004617,FDBK00004617,PROJ000033,USR000618,1,Support response is too slow.,5,Pending,Customer Feedback,2025-05-02
CHNK00004618,FDBK00004618,PROJ000119,USR000145,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2026-02-25
CHNK00004619,FDBK00004619,PROJ000033,USR000049,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2025-06-21
CHNK00004620,FDBK00004620,PROJ000031,USR000750,1,Great collaboration features.,3,Pending,Customer Feedback,2026-07-22
CHNK00004621,FDBK00004621,PROJ000136,USR000763,1,Integrate with Slack notifications.,4,Pending,Customer Feedback,2025-01-09
CHNK00004622,FDBK00004622,PROJ000210,USR000476,1,Provide export to PDF option.,5,Pending,Customer Feedback,2025-10-22
CHNK00004623,FDBK00004623,PROJ000147,USR000090,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2025-12-22
CHNK00004624,FDBK00004624,PROJ000081,USR000042,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2025-09-27
CHNK00004625,FDBK00004625,PROJ000015,USR000765,1,Application freezes frequently.,3,Pending,Customer Feedback,2024-11-21
CHNK00004626,FDBK00004626,PROJ000126,USR000037,1,Support multilingual interface.,3,Pending,Customer Feedback,2025-06-19
CHNK00004627,FDBK00004627,PROJ000128,USR000062,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2024-10-16
CHNK00004628,FDBK00004628,PROJ000241,USR000270,1,Search results are inaccurate.,4,Pending,Customer Feedback,2026-04-13
CHNK00004629,FDBK00004629,PROJ000159,USR000765,1,Integrate with Slack notifications.,4,Pending,Customer Feedback,2024-10-06
CHNK00004630,FDBK00004630,PROJ000231,USR000030,1,Optimize search experience.,3,Pending,Customer Feedback,2026-01-23
CHNK00004631,FDBK00004631,PROJ000040,USR000762,1,Reduce loading times.,3,Pending,Customer Feedback,2024-08-17
CHNK00004632,FDBK00004632,PROJ000084,USR000114,1,Great collaboration features.,3,Pending,Customer Feedback,2024-07-22
CHNK00004633,FDBK00004633,PROJ000073,USR000025,1,Where can I export analytics?,5,Pending,Customer Feedback,2025-11-29
CHNK00004634,FDBK00004634,PROJ000015,USR000388,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2026-07-02
CHNK00004635,FDBK00004635,PROJ000104,USR000075,1,Improve application performance.,3,Pending,Customer Feedback,2026-07-19
CHNK00004636,FDBK00004636,PROJ000037,USR000122,1,Optimize search experience.,3,Pending,Customer Feedback,2026-03-02
CHNK00004637,FDBK00004637,PROJ000134,USR000296,1,Enhance dashboard usability.,3,Pending,Customer Feedback,2026-04-28
CHNK00004638,FDBK00004638,PROJ000012,USR000555,1,How do permissions work?,4,Pending,Customer Feedback,2025-02-23
CHNK00004639,FDBK00004639,PROJ000125,USR000413,1,Can I restore deleted tickets?,5,Pending,Customer Feedback,2024-12-16
CHNK00004640,FDBK00004640,PROJ000234,USR000484,1,Workflow is confusing.,3,Pending,Customer Feedback,2026-01-31
CHNK00004641,FDBK00004641,PROJ000239,USR000422,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2025-04-28
CHNK00004642,FDBK00004642,PROJ000205,USR000788,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2025-05-11
CHNK00004643,FDBK00004643,PROJ000180,USR000769,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2026-03-23
CHNK00004644,FDBK00004644,PROJ000195,USR000492,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2025-05-31
CHNK00004645,FDBK00004645,PROJ000237,USR000411,1,Too many unnecessary notifications.,4,Pending,Customer Feedback,2026-05-02
CHNK00004646,FDBK00004646,PROJ000045,USR000005,1,Notification emails are duplicated.,4,Pending,Customer Feedback,2024-12-26
CHNK00004647,FDBK00004647,PROJ000125,USR000666,1,Reduce loading times.,3,Pending,Customer Feedback,2025-04-24
CHNK00004648,FDBK00004648,PROJ000211,USR000431,1,Reduce loading times.,3,Pending,Customer Feedback,2025-10-22
CHNK00004649,FDBK00004649,PROJ000001,USR000447,1,Support response is too slow.,5,Pending,Customer Feedback,2024-07-22
CHNK00004650,FDBK00004650,PROJ000083,USR000300,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2026-04-19
CHNK00004651,FDBK00004651,PROJ000097,USR000691,1,Support response is too slow.,5,Pending,Customer Feedback,2025-02-04
CHNK00004652,FDBK00004652,PROJ000095,USR000051,1,Support multilingual interface.,3,Pending,Customer Feedback,2025-01-19
CHNK00004653,FDBK00004653,PROJ000112,USR000236,1,Is API access available?,4,Pending,Customer Feedback,2024-07-27
CHNK00004654,FDBK00004654,PROJ000043,USR000669,1,Search results are inaccurate.,4,Pending,Customer Feedback,2026-07-20
CHNK00004655,FDBK00004655,PROJ000083,USR000022,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2025-07-04
CHNK00004656,FDBK00004656,PROJ000101,USR000223,1,Fast and reliable platform.,4,Pending,Customer Feedback,2026-03-10
CHNK00004657,FDBK00004657,PROJ000178,USR000253,1,Simplify navigation menus.,3,Pending,Customer Feedback,2026-01-04
CHNK00004658,FDBK00004658,PROJ000087,USR000595,1,How do permissions work?,4,Pending,Customer Feedback,2025-08-13
CHNK00004659,FDBK00004659,PROJ000129,USR000235,1,Integrate with Slack notifications.,4,Pending,Customer Feedback,2024-08-26
CHNK00004660,FDBK00004660,PROJ000184,USR000720,1,Integrate with Slack notifications.,4,Pending,Customer Feedback,2025-12-21
CHNK00004661,FDBK00004661,PROJ000003,USR000716,1,Enhance dashboard usability.,3,Pending,Customer Feedback,2026-04-08
CHNK00004662,FDBK00004662,PROJ000127,USR000470,1,Fast and reliable platform.,4,Pending,Customer Feedback,2024-09-20
CHNK00004663,FDBK00004663,PROJ000199,USR000205,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2024-12-24
CHNK00004664,FDBK00004664,PROJ000072,USR000187,1,Can I restore deleted tickets?,5,Pending,Customer Feedback,2026-01-22
CHNK00004665,FDBK00004665,PROJ000141,USR000695,1,How do permissions work?,4,Pending,Customer Feedback,2024-07-23
CHNK00004666,FDBK00004666,PROJ000130,USR000192,1,Notification emails are duplicated.,4,Pending,Customer Feedback,2024-10-30
CHNK00004667,FDBK00004667,PROJ000110,USR000655,1,AI suggestions are extremely useful.,5,Pending,Customer Feedback,2025-12-11
CHNK00004668,FDBK00004668,PROJ000066,USR000720,1,Workflow is confusing.,3,Pending,Customer Feedback,2025-07-29
CHNK00004669,FDBK00004669,PROJ000219,USR000186,1,How do I archive projects?,5,Pending,Customer Feedback,2024-07-31
CHNK00004670,FDBK00004670,PROJ000012,USR000179,1,Great collaboration features.,3,Pending,Customer Feedback,2026-04-25
CHNK00004671,FDBK00004671,PROJ000089,USR000139,1,Enhance dashboard usability.,3,Pending,Customer Feedback,2025-01-13
CHNK00004672,FDBK00004672,PROJ000194,USR000333,1,Simplify navigation menus.,3,Pending,Customer Feedback,2026-01-06
CHNK00004673,FDBK00004673,PROJ000066,USR000483,1,Application freezes frequently.,3,Pending,Customer Feedback,2025-08-09
CHNK00004674,FDBK00004674,PROJ000159,USR000355,1,AI suggestions are extremely useful.,5,Pending,Customer Feedback,2026-05-05
CHNK00004675,FDBK00004675,PROJ000193,USR000294,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2024-10-24
CHNK00004676,FDBK00004676,PROJ000181,USR000508,1,Improve application performance.,3,Pending,Customer Feedback,2026-03-13
CHNK00004677,FDBK00004677,PROJ000243,USR000196,1,Improve application performance.,3,Pending,Customer Feedback,2026-02-22
CHNK00004678,FDBK00004678,PROJ000041,USR000203,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2025-07-15
CHNK00004679,FDBK00004679,PROJ000146,USR000274,1,Very intuitive interface.,3,Pending,Customer Feedback,2026-02-25
CHNK00004680,FDBK00004680,PROJ000221,USR000262,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2024-10-11
CHNK00004681,FDBK00004681,PROJ000017,USR000630,1,Reduce loading times.,3,Pending,Customer Feedback,2025-06-07
CHNK00004682,FDBK00004682,PROJ000152,USR000200,1,Enhance dashboard usability.,3,Pending,Customer Feedback,2025-03-26
CHNK00004683,FDBK00004683,PROJ000176,USR000569,1,AI suggestions are extremely useful.,5,Pending,Customer Feedback,2025-03-13
CHNK00004684,FDBK00004684,PROJ000230,USR000482,1,Reduce loading times.,3,Pending,Customer Feedback,2024-11-06
CHNK00004685,FDBK00004685,PROJ000005,USR000349,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2024-10-04
CHNK00004686,FDBK00004686,PROJ000049,USR000714,1,Is API access available?,4,Pending,Customer Feedback,2025-12-26
CHNK00004687,FDBK00004687,PROJ000145,USR000773,1,Can I restore deleted tickets?,5,Pending,Customer Feedback,2026-04-18
CHNK00004688,FDBK00004688,PROJ000041,USR000113,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2024-09-10
CHNK00004689,FDBK00004689,PROJ000007,USR000738,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2025-06-25
CHNK00004690,FDBK00004690,PROJ000175,USR000327,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2026-04-25
CHNK00004691,FDBK00004691,PROJ000006,USR000453,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2025-01-02
CHNK00004692,FDBK00004692,PROJ000149,USR000244,1,Provide export to PDF option.,5,Pending,Customer Feedback,2026-03-08
CHNK00004693,FDBK00004693,PROJ000009,USR000046,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2025-11-02
CHNK00004694,FDBK00004694,PROJ000161,USR000713,1,Can I restore deleted tickets?,5,Pending,Customer Feedback,2026-05-24
CHNK00004695,FDBK00004695,PROJ000186,USR000046,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2025-12-24
CHNK00004696,FDBK00004696,PROJ000178,USR000196,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2026-05-19
CHNK00004697,FDBK00004697,PROJ000171,USR000385,1,Great collaboration features.,3,Pending,Customer Feedback,2024-10-08
CHNK00004698,FDBK00004698,PROJ000040,USR000306,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2024-11-25
CHNK00004699,FDBK00004699,PROJ000193,USR000044,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2025-11-19
CHNK00004700,FDBK00004700,PROJ000242,USR000692,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2025-08-24
CHNK00004701,FDBK00004701,PROJ000087,USR000631,1,AI suggestions are extremely useful.,5,Pending,Customer Feedback,2025-07-26
CHNK00004702,FDBK00004702,PROJ000071,USR000038,1,Search results are inaccurate.,4,Pending,Customer Feedback,2025-02-21
CHNK00004703,FDBK00004703,PROJ000218,USR000171,1,How do I archive projects?,5,Pending,Customer Feedback,2024-08-10
CHNK00004704,FDBK00004704,PROJ000174,USR000797,1,Fast and reliable platform.,4,Pending,Customer Feedback,2025-08-09
CHNK00004705,FDBK00004705,PROJ000227,USR000653,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2025-04-09
CHNK00004706,FDBK00004706,PROJ000065,USR000800,1,Simplify navigation menus.,3,Pending,Customer Feedback,2024-12-25
CHNK00004707,FDBK00004707,PROJ000049,USR000582,1,Provide export to PDF option.,5,Pending,Customer Feedback,2024-10-19
CHNK00004708,FDBK00004708,PROJ000204,USR000350,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2025-04-08
CHNK00004709,FDBK00004709,PROJ000178,USR000135,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2026-06-19
CHNK00004710,FDBK00004710,PROJ000202,USR000450,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2026-01-20
CHNK00004711,FDBK00004711,PROJ000210,USR000738,1,Very intuitive interface.,3,Pending,Customer Feedback,2024-11-20
CHNK00004712,FDBK00004712,PROJ000068,USR000326,1,Is API access available?,4,Pending,Customer Feedback,2024-12-07
CHNK00004713,FDBK00004713,PROJ000074,USR000189,1,Simplify navigation menus.,3,Pending,Customer Feedback,2026-04-12
CHNK00004714,FDBK00004714,PROJ000161,USR000526,1,Reduce loading times.,3,Pending,Customer Feedback,2026-04-30
CHNK00004715,FDBK00004715,PROJ000014,USR000558,1,Where can I export analytics?,5,Pending,Customer Feedback,2026-04-06
CHNK00004716,FDBK00004716,PROJ000058,USR000787,1,Reduce loading times.,3,Pending,Customer Feedback,2026-01-14
CHNK00004717,FDBK00004717,PROJ000077,USR000541,1,Support multilingual interface.,3,Pending,Customer Feedback,2026-03-05
CHNK00004718,FDBK00004718,PROJ000134,USR000512,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2025-06-25
CHNK00004719,FDBK00004719,PROJ000057,USR000659,1,Add dark mode support.,4,Pending,Customer Feedback,2025-04-29
CHNK00004720,FDBK00004720,PROJ000159,USR000305,1,Application freezes frequently.,3,Pending,Customer Feedback,2024-09-19
CHNK00004721,FDBK00004721,PROJ000062,USR000594,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2025-03-27
CHNK00004722,FDBK00004722,PROJ000060,USR000321,1,How do permissions work?,4,Pending,Customer Feedback,2024-09-14
CHNK00004723,FDBK00004723,PROJ000014,USR000040,1,Very intuitive interface.,3,Pending,Customer Feedback,2025-04-10
CHNK00004724,FDBK00004724,PROJ000094,USR000380,1,Notification emails are duplicated.,4,Pending,Customer Feedback,2024-12-09
CHNK00004725,FDBK00004725,PROJ000190,USR000229,1,Reduce loading times.,3,Pending,Customer Feedback,2025-06-17
CHNK00004726,FDBK00004726,PROJ000063,USR000737,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2026-04-15
CHNK00004727,FDBK00004727,PROJ000044,USR000069,1,AI suggestions are extremely useful.,5,Pending,Customer Feedback,2025-07-05
CHNK00004728,FDBK00004728,PROJ000007,USR000225,1,Very intuitive interface.,3,Pending,Customer Feedback,2025-11-18
CHNK00004729,FDBK00004729,PROJ000159,USR000058,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2024-09-29
CHNK00004730,FDBK00004730,PROJ000098,USR000368,1,Simplify navigation menus.,3,Pending,Customer Feedback,2025-10-19
CHNK00004731,FDBK00004731,PROJ000103,USR000355,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2026-01-20
CHNK00004732,FDBK00004732,PROJ000044,USR000706,1,Search results are inaccurate.,4,Pending,Customer Feedback,2024-08-12
CHNK00004733,FDBK00004733,PROJ000223,USR000205,1,Search results are inaccurate.,4,Pending,Customer Feedback,2025-07-08
CHNK00004734,FDBK00004734,PROJ000046,USR000566,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2025-11-06
CHNK00004735,FDBK00004735,PROJ000112,USR000288,1,How do I archive projects?,5,Pending,Customer Feedback,2025-11-05
CHNK00004736,FDBK00004736,PROJ000048,USR000571,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2025-07-12
CHNK00004737,FDBK00004737,PROJ000058,USR000029,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2026-03-22
CHNK00004738,FDBK00004738,PROJ000110,USR000307,1,Too many unnecessary notifications.,4,Pending,Customer Feedback,2026-01-07
CHNK00004739,FDBK00004739,PROJ000220,USR000403,1,Simplify navigation menus.,3,Pending,Customer Feedback,2025-07-31
CHNK00004740,FDBK00004740,PROJ000080,USR000007,1,Application freezes frequently.,3,Pending,Customer Feedback,2025-08-25
CHNK00004741,FDBK00004741,PROJ000001,USR000053,1,Integrate with Slack notifications.,4,Pending,Customer Feedback,2026-01-28
CHNK00004742,FDBK00004742,PROJ000231,USR000447,1,Application freezes frequently.,3,Pending,Customer Feedback,2024-11-12
CHNK00004743,FDBK00004743,PROJ000160,USR000076,1,Application freezes frequently.,3,Pending,Customer Feedback,2026-02-09
CHNK00004744,FDBK00004744,PROJ000169,USR000425,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2025-07-04
CHNK00004745,FDBK00004745,PROJ000164,USR000530,1,How do permissions work?,4,Pending,Customer Feedback,2025-05-01
CHNK00004746,FDBK00004746,PROJ000029,USR000573,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2025-06-07
CHNK00004747,FDBK00004747,PROJ000147,USR000328,1,Reduce loading times.,3,Pending,Customer Feedback,2025-03-11
CHNK00004748,FDBK00004748,PROJ000026,USR000441,1,Can I restore deleted tickets?,5,Pending,Customer Feedback,2026-01-12
CHNK00004749,FDBK00004749,PROJ000012,USR000617,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2024-10-28
CHNK00004750,FDBK00004750,PROJ000185,USR000543,1,Reduce loading times.,3,Pending,Customer Feedback,2025-11-28
CHNK00004751,FDBK00004751,PROJ000176,USR000042,1,AI suggestions are extremely useful.,5,Pending,Customer Feedback,2025-04-11
CHNK00004752,FDBK00004752,PROJ000029,USR000242,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2026-04-16
CHNK00004753,FDBK00004753,PROJ000064,USR000394,1,Add dark mode support.,4,Pending,Customer Feedback,2025-08-11
CHNK00004754,FDBK00004754,PROJ000063,USR000727,1,Support multilingual interface.,3,Pending,Customer Feedback,2025-06-17
CHNK00004755,FDBK00004755,PROJ000142,USR000676,1,AI suggestions are extremely useful.,5,Pending,Customer Feedback,2025-03-06
CHNK00004756,FDBK00004756,PROJ000053,USR000283,1,Improve application performance.,3,Pending,Customer Feedback,2025-05-08
CHNK00004757,FDBK00004757,PROJ000123,USR000197,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2024-10-11
CHNK00004758,FDBK00004758,PROJ000205,USR000264,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2025-12-27
CHNK00004759,FDBK00004759,PROJ000153,USR000283,1,Is API access available?,4,Pending,Customer Feedback,2025-12-29
CHNK00004760,FDBK00004760,PROJ000063,USR000746,1,How do I archive projects?,5,Pending,Customer Feedback,2026-01-28
CHNK00004761,FDBK00004761,PROJ000060,USR000300,1,Workflow is confusing.,3,Pending,Customer Feedback,2025-02-28
CHNK00004762,FDBK00004762,PROJ000127,USR000324,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2026-06-26
CHNK00004763,FDBK00004763,PROJ000105,USR000645,1,Support response is too slow.,5,Pending,Customer Feedback,2024-12-17
CHNK00004764,FDBK00004764,PROJ000019,USR000703,1,Support multilingual interface.,3,Pending,Customer Feedback,2024-11-05
CHNK00004765,FDBK00004765,PROJ000190,USR000473,1,Improve application performance.,3,Pending,Customer Feedback,2025-07-29
CHNK00004766,FDBK00004766,PROJ000041,USR000638,1,Integrate with Slack notifications.,4,Pending,Customer Feedback,2025-02-12
CHNK00004767,FDBK00004767,PROJ000091,USR000105,1,Improve application performance.,3,Pending,Customer Feedback,2026-07-02
CHNK00004768,FDBK00004768,PROJ000202,USR000668,1,Search results are inaccurate.,4,Pending,Customer Feedback,2025-05-13
CHNK00004769,FDBK00004769,PROJ000110,USR000112,1,Where can I export analytics?,5,Pending,Customer Feedback,2025-11-13
CHNK00004770,FDBK00004770,PROJ000238,USR000232,1,Add dark mode support.,4,Pending,Customer Feedback,2026-01-26
CHNK00004771,FDBK00004771,PROJ000105,USR000635,1,Is API access available?,4,Pending,Customer Feedback,2024-11-13
CHNK00004772,FDBK00004772,PROJ000213,USR000587,1,Improve application performance.,3,Pending,Customer Feedback,2026-01-10
CHNK00004773,FDBK00004773,PROJ000119,USR000260,1,Workflow is confusing.,3,Pending,Customer Feedback,2025-01-07
CHNK00004774,FDBK00004774,PROJ000218,USR000564,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2025-06-21
CHNK00004775,FDBK00004775,PROJ000237,USR000513,1,Support multilingual interface.,3,Pending,Customer Feedback,2024-09-19
CHNK00004776,FDBK00004776,PROJ000128,USR000347,1,Application crashes while generating reports.,5,Pending,Customer Feedback,2025-07-19
CHNK00004777,FDBK00004777,PROJ000085,USR000623,1,Reports are difficult to understand.,5,Pending,Customer Feedback,2025-04-12
CHNK00004778,FDBK00004778,PROJ000193,USR000763,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2025-07-08
CHNK00004779,FDBK00004779,PROJ000153,USR000752,1,Fast and reliable platform.,4,Pending,Customer Feedback,2024-09-06
CHNK00004780,FDBK00004780,PROJ000235,USR000468,1,AI suggestions are extremely useful.,5,Pending,Customer Feedback,2025-09-12
CHNK00004781,FDBK00004781,PROJ000021,USR000098,1,Integrate with Slack notifications.,4,Pending,Customer Feedback,2026-06-05
CHNK00004782,FDBK00004782,PROJ000153,USR000088,1,Provide export to PDF option.,5,Pending,Customer Feedback,2024-10-18
CHNK00004783,FDBK00004783,PROJ000152,USR000128,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2026-05-11
CHNK00004784,FDBK00004784,PROJ000108,USR000117,1,Provide export to PDF option.,5,Pending,Customer Feedback,2025-04-21
CHNK00004785,FDBK00004785,PROJ000077,USR000358,1,Improve application performance.,3,Pending,Customer Feedback,2025-10-20
CHNK00004786,FDBK00004786,PROJ000120,USR000506,1,Where can I export analytics?,5,Pending,Customer Feedback,2024-12-04
CHNK00004787,FDBK00004787,PROJ000175,USR000176,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2025-02-06
CHNK00004788,FDBK00004788,PROJ000115,USR000639,1,Workflow is confusing.,3,Pending,Customer Feedback,2025-03-09
CHNK00004789,FDBK00004789,PROJ000095,USR000737,1,Too many unnecessary notifications.,4,Pending,Customer Feedback,2025-11-30
CHNK00004790,FDBK00004790,PROJ000151,USR000488,1,Support response is too slow.,5,Pending,Customer Feedback,2024-09-29
CHNK00004791,FDBK00004791,PROJ000049,USR000525,1,Enhance dashboard usability.,3,Pending,Customer Feedback,2025-05-29
CHNK00004792,FDBK00004792,PROJ000030,USR000392,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2025-04-06
CHNK00004793,FDBK00004793,PROJ000051,USR000171,1,Improve application performance.,3,Pending,Customer Feedback,2026-05-01
CHNK00004794,FDBK00004794,PROJ000155,USR000340,1,Reduce loading times.,3,Pending,Customer Feedback,2025-11-05
CHNK00004795,FDBK00004795,PROJ000073,USR000717,1,Login page becomes unresponsive after timeout.,6,Pending,Customer Feedback,2026-03-18
CHNK00004796,FDBK00004796,PROJ000169,USR000223,1,How do permissions work?,4,Pending,Customer Feedback,2024-08-02
CHNK00004797,FDBK00004797,PROJ000143,USR000165,1,Where can I export analytics?,5,Pending,Customer Feedback,2026-03-02
CHNK00004798,FDBK00004798,PROJ000084,USR000791,1,Enhance dashboard usability.,3,Pending,Customer Feedback,2024-10-30
CHNK00004799,FDBK00004799,PROJ000124,USR000440,1,Reduce loading times.,3,Pending,Customer Feedback,2026-05-07
CHNK00004800,FDBK00004800,PROJ000069,USR000604,1,Dashboard takes too long to load.,6,Pending,Customer Feedback,2025-06-02
CHNK00004801,FDBK00004801,PROJ000103,USR000782,1,Integrate with Slack notifications.,4,Pending,Customer Feedback,2025-03-31
CHNK00004802,FDBK00004802,PROJ000170,USR000045,1,Where can I export analytics?,5,Pending,Customer Feedback,2026-07-12
CHNK00004803,FDBK00004803,PROJ000062,USR000149,1,Application freezes frequently.,3,Pending,Customer Feedback,2025-07-20
CHNK00004804,FDBK00004804,PROJ000059,USR000682,1,Optimize search experience.,3,Pending,Customer Feedback,2026-04-12
CHNK00004805,FDBK00004805,PROJ000016,USR000406,1,How do I archive projects?,5,Pending,Customer Feedback,2024-10-12
CHNK00004806,FDBK00004806,PROJ000199,USR000415,1,Reduce loading times.,3,Pending,Customer Feedback,2024-10-10
CHNK00004807,FDBK00004807,PROJ000246,USR000373,1,Notification emails are duplicated.,4,Pending,Customer Feedback,2024-09-07
CHNK00004808,FDBK00004808,PROJ000062,USR000608,1,Application freezes frequently.,3,Pending,Customer Feedback,2025-07-28
CHNK00004809,FDBK00004809,PROJ000144,USR000184,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2025-12-08
CHNK00004810,FDBK00004810,PROJ000061,USR000377,1,Enable custom dashboard widgets.,4,Pending,Customer Feedback,2024-11-26
CHNK00004811,FDBK00004811,PROJ000041,USR000490,1,Excellent dashboard experience.,3,Pending,Customer Feedback,2026-06-06
