sprint_id,project_id,sprint_name,goal,status,start_date,end_date
SPR000265,PROJ000127,Sprint 265,Always find everyone enter growth.,Active,2025-11-11,2026-07-30
SPR000266,PROJ000072,Sprint 266,Study both a half view seem accept available few.,Planned,2024-10-17,2024-12-09
SPR000267,PROJ000063,Sprint 267,Audience cultural eight leader within for season part significant.,Planned,2025-04-03,2025-09-26
SPR000268,PROJ000230,Sprint 268,Executive free available field especially strategy.,Completed,2025-01-03,2025-10-28
SPR000269,PROJ000178,Sprint 269,Imagine cut resource cell compare resource to draw.,Active,2025-06-15,2025-10-21
SPR000270,PROJ000110,Sprint 270,Section seek wear community walk become.,Planned,2026-01-20,2026-03-02
SPR000271,PROJ000120,Sprint 271,Purpose child study sign keep red.,Active,2025-07-22,2026-04-30
SPR000272,PROJ000150,Sprint 272,Number life affect stand us.,Completed,2026-03-30,2026-06-18
SPR000273,PROJ000231,Sprint 273,Nothing administration data owner central old ground one ask.,Planned,2025-10-05,2025-12-20
SPR000274,PROJ000071,Sprint 274,Up subject bill environmental run speak line consider.,Planned,2025-03-20,2026-06-29
SPR000275,PROJ000099,Sprint 275,Firm surface property kitchen whose part behavior skill least quickly.,Planned,2024-11-29,2026-07-31
SPR000276,PROJ000055,Sprint 276,Less see movie close five.,Completed,2026-01-17,2026-01-17
SPR000277,PROJ000077,Sprint 277,Over eat loss audience medical office.,Completed,2026-02-25,2026-03-16
SPR000278,PROJ000054,Sprint 278,Machine defense school ever raise not game finally poor.,Completed,2026-06-18,2026-08-14
SPR000279,PROJ000166,Sprint 279,Itself picture party military mouth forward theory heart.,Active,2025-07-01,2026-07-12
SPR000280,PROJ000090,Sprint 280,Citizen talk board staff white simple only control.,Active,2026-03-24,2026-07-29
SPR000281,PROJ000029,Sprint 281,Third wind wear back.,Active,2025-10-09,2026-07-02
SPR000282,PROJ000238,Sprint 282,View draw natural news sea discover.,Completed,2024-10-20,2025-07-27
SPR000283,PROJ000073,Sprint 283,Stay security theory edge product specific.,Planned,2026-03-12,2026-08-13
SPR000284,PROJ000224,Sprint 284,Recent physical participant move especially wrong.,Completed,2025-07-21,2026-02-17
SPR000285,PROJ000154,Sprint 285,Civil mouth pretty teacher hope peace worry rise east.,Active,2024-08-08,2025-02-11
SPR000286,PROJ000147,Sprint 286,Trip threat game could protect choose realize Mrs friend sense and.,Active,2026-05-11,2026-05-27
SPR000287,PROJ000154,Sprint 287,Method money begin soldier according nice similar live across everything.,Planned,2026-05-16,2026-07-27
SPR000288,PROJ000178,Sprint 288,Whether special physical turn lay.,Completed,2025-09-07,2026-06-05
SPR000289,PROJ000228,Sprint 289,Deep same determine today study.,Completed,2024-09-12,2025-02-23
SPR000290,PROJ000200,Sprint 290,Else necessary though policy particularly.,Active,2025-05-28,2026-04-30
SPR000291,PROJ000239,Sprint 291,Eye cut truth meet television exist but gas increase necessary.,Planned,2025-07-22,2026-06-09
SPR000292,PROJ000137,Sprint 292,Know know a trouble to serve explain else.,Completed,2025-02-21,2026-06-14
SPR000293,PROJ000156,Sprint 293,Issue loss modern case age forget evidence it customer mean.,Active,2026-03-05,2026-04-24
SPR000294,PROJ000165,Sprint 294,Example bit just focus spring.,Completed,2025-06-22,2026-03-09
SPR000295,PROJ000013,Sprint 295,Man customer she hotel federal.,Active,2024-07-31,2024-08-30
SPR000296,PROJ000075,Sprint 296,Up part chance study sure idea suddenly.,Active,2026-05-03,2026-08-17
SPR000297,PROJ000244,Sprint 297,Interest amount travel Republican man law show against read specific.,Active,2024-12-13,2025-12-02
SPR000298,PROJ000110,Sprint 298,Yet police million instead street tend use.,Planned,2025-10-13,2026-05-31
SPR000299,PROJ000192,Sprint 299,Hand choice trade which south whom gas citizen.,Completed,2024-10-22,2026-01-30
SPR000300,PROJ000104,Sprint 300,Mind everyone responsibility visit majority family learn.,Planned,2025-06-26,2025-07-08
SPR000301,PROJ000242,Sprint 301,Space their under when quality view society defense wish.,Active,2025-11-25,2026-06-10
SPR000302,PROJ000196,Sprint 302,Strong economic hear offer letter staff standard here.,Active,2025-04-03,2026-01-28
SPR000303,PROJ000091,Sprint 303,Plan story condition serious today deal actually practice full safe.,Completed,2024-10-26,2026-03-19
SPR000304,PROJ000159,Sprint 304,Lead support still health least again wind prepare professor old.,Active,2025-04-01,2026-04-24
SPR000305,PROJ000090,Sprint 305,Teacher important go explain soon.,Planned,2025-10-29,2026-07-30
SPR000306,PROJ000186,Sprint 306,That she as ok.,Active,2025-02-12,2026-02-10
SPR000307,PROJ000034,Sprint 307,Well time significant kind customer.,Planned,2024-09-10,2025-11-08
SPR000308,PROJ000184,Sprint 308,People traditional discuss live stuff statement well people or.,Completed,2025-11-07,2025-12-29
SPR000309,PROJ000102,Sprint 309,Occur wall base too others sing.,Completed,2025-12-16,2026-01-03
SPR000310,PROJ000245,Sprint 310,Four begin party make card more nature available natural show.,Active,2025-01-23,2025-04-30
SPR000311,PROJ000105,Sprint 311,Security summer bed article ask.,Active,2025-01-17,2025-02-08
SPR000312,PROJ000242,Sprint 312,Week commercial shoulder everyone garden from art another left.,Planned,2026-02-15,2026-03-16
SPR000313,PROJ000195,Sprint 313,Establish note ground market analysis official involve.,Active,2025-05-02,2026-06-24
SPR000314,PROJ000007,Sprint 314,Tax sit suggest past painting.,Active,2026-02-12,2026-07-29
SPR000315,PROJ000112,Sprint 315,So year require visit officer however last natural wait standard.,Planned,2024-07-31,2026-08-10
SPR000316,PROJ000159,Sprint 316,Local attorney serve debate image training.,Completed,2025-01-05,2025-08-17
SPR000317,PROJ000041,Sprint 317,Computer shake pass phone job establish social within capital sit.,Active,2024-12-02,2025-11-20
SPR000318,PROJ000044,Sprint 318,Important campaign matter owner western or determine.,Active,2025-12-04,2026-03-25
SPR000319,PROJ000078,Sprint 319,Food interesting only financial worry but yet truth suggest explain.,Active,2025-09-24,2025-12-29
SPR000320,PROJ000226,Sprint 320,Approach special mention suddenly draw leg true local last.,Planned,2024-07-25,2024-10-30
SPR000321,PROJ000089,Sprint 321,Edge authority including edge always.,Completed,2026-05-10,2026-07-01
SPR000322,PROJ000068,Sprint 322,Raise able road feeling push church.,Planned,2024-12-01,2025-12-19
SPR000323,PROJ000147,Sprint 323,Those commercial move five military tend each magazine hotel piece.,Completed,2026-05-18,2026-08-12
SPR000324,PROJ000116,Sprint 324,Consider goal price benefit difference cold on economic seek.,Active,2024-11-10,2026-05-23
SPR000325,PROJ000226,Sprint 325,Class wear into anything perform suffer hundred radio conference.,Completed,2025-11-02,2025-12-14
SPR000326,PROJ000022,Sprint 326,Run author political college care why everything shoulder today admit.,Planned,2026-01-05,2026-06-23
SPR000327,PROJ000096,Sprint 327,Author bar article west success with back apply.,Active,2024-10-17,2025-05-15
SPR000328,PROJ000009,Sprint 328,Keep wear dinner individual after itself.,Active,2025-12-31,2026-03-27
SPR000329,PROJ000050,Sprint 329,Leave century lose hospital amount information.,Active,2026-05-20,2026-06-10
SPR000330,PROJ000144,Sprint 330,Blue other sea page industry later test.,Active,2024-08-02,2026-08-14
SPR000331,PROJ000186,Sprint 331,Make authority soldier really feel see them.,Active,2025-11-18,2026-04-25
SPR000332,PROJ000001,Sprint 332,Walk rule animal tough campaign understand feel.,Planned,2026-04-04,2026-04-14
SPR000333,PROJ000117,Sprint 333,National opportunity best official run.,Planned,2025-04-29,2026-03-10
SPR000334,PROJ000214,Sprint 334,Medical rise decide score center.,Active,2025-08-11,2026-03-12
SPR000335,PROJ000094,Sprint 335,Herself organization professor federal finally strong your.,Active,2025-09-09,2026-04-19
SPR000336,PROJ000123,Sprint 336,Everybody ago that cut instead sometimes left not rate reality.,Active,2025-02-04,2025-07-12
SPR000337,PROJ000117,Sprint 337,One environmental him crime decision gun see.,Planned,2025-11-18,2026-02-21
SPR000338,PROJ000172,Sprint 338,Indicate drop level leave line.,Completed,2024-09-09,2024-10-14
SPR000339,PROJ000117,Sprint 339,Practice remember stay partner really carry.,Planned,2026-01-02,2026-02-11
SPR000340,PROJ000046,Sprint 340,Item stuff fund drop you reality instead often eight air.,Completed,2026-02-10,2026-03-15
SPR000341,PROJ000098,Sprint 341,General study raise main wear community morning why minute reveal.,Active,2024-12-06,2026-04-04
SPR000342,PROJ000144,Sprint 342,Would per business make any area doctor issue magazine interview.,Active,2025-01-16,2026-01-27
SPR000343,PROJ000034,Sprint 343,Total operation high produce.,Completed,2025-05-05,2026-08-05
SPR000344,PROJ000062,Sprint 344,Suffer right language have fast rather pull fish set production.,Completed,2025-10-29,2025-12-05
SPR000345,PROJ000112,Sprint 345,Lot place trouble television manage.,Active,2024-10-06,2024-10-18
SPR000346,PROJ000180,Sprint 346,Cost policy economic not plant professional stage city offer daughter.,Completed,2024-09-05,2025-09-22
SPR000347,PROJ000142,Sprint 347,Question member big east push create.,Active,2026-02-06,2026-02-28
SPR000348,PROJ000125,Sprint 348,Professional society decade really production raise born care nearly.,Planned,2025-08-24,2026-03-17
SPR000349,PROJ000108,Sprint 349,Beautiful tell another whether nothing attack study because mother popular.,Completed,2025-12-12,2026-05-16
SPR000350,PROJ000157,Sprint 350,Any once federal which bank beautiful thank base lead.,Active,2026-04-10,2026-08-16
SPR000351,PROJ000099,Sprint 351,Gun next school tree tend tree left.,Active,2024-12-21,2025-07-05
SPR000352,PROJ000222,Sprint 352,Similar personal from clearly everybody win discuss nearly experience.,Active,2026-03-26,2026-07-20
SPR000353,PROJ000018,Sprint 353,Assume social type heart picture return pay.,Completed,2026-04-25,2026-05-27
SPR000354,PROJ000231,Sprint 354,Skill without hour reason federal position attention simply that.,Planned,2025-07-03,2026-04-02
SPR000355,PROJ000247,Sprint 355,Cost else owner unit message mouth product gun option body.,Completed,2026-03-13,2026-04-19
SPR000356,PROJ000029,Sprint 356,Almost foreign image mean fact.,Planned,2026-03-02,2026-07-08
SPR000357,PROJ000199,Sprint 357,Ball over those address.,Active,2024-08-30,2026-07-26
SPR000358,PROJ000088,Sprint 358,Series up explain power story start happy.,Active,2024-12-05,2024-12-06
SPR000359,PROJ000190,Sprint 359,Dog degree audience most trip prove job better soon value.,Active,2024-10-03,2024-11-26
SPR000360,PROJ000070,Sprint 360,Instead watch beyond affect how we ready rule number.,Completed,2024-10-05,2026-08-07
SPR000361,PROJ000213,Sprint 361,Drop cultural apply interesting page against.,Completed,2024-10-11,2025-05-28
SPR000362,PROJ000189,Sprint 362,Sea card eight wish issue energy nearly role.,Active,2025-02-16,2026-03-13
SPR000363,PROJ000093,Sprint 363,Know though by knowledge manage statement either southern get church.,Active,2026-02-26,2026-08-01
SPR000364,PROJ000053,Sprint 364,Choice soldier out phone stuff too.,Active,2024-12-08,2026-03-03
SPR000365,PROJ000240,Sprint 365,Group away where movie reason stand Congress like degree outside.,Completed,2025-05-14,2025-09-26
SPR000366,PROJ000149,Sprint 366,Few live my far thank however note.,Completed,2025-01-23,2025-10-15
SPR000367,PROJ000041,Sprint 367,Cup somebody capital ahead thank beyond deep.,Planned,2024-12-29,2025-09-24
SPR000368,PROJ000130,Sprint 368,Back send subject energy smile right result control.,Active,2026-04-29,2026-07-01
SPR000369,PROJ000206,Sprint 369,Whom perhaps property after old learn.,Planned,2024-12-14,2026-02-16
SPR000370,PROJ000171,Sprint 370,Training history development every effect exactly rich respond.,Planned,2025-12-10,2026-03-03
SPR000371,PROJ000220,Sprint 371,Heart never fire large full increase.,Active,2024-08-31,2024-09-05
SPR000372,PROJ000046,Sprint 372,Significant smile attention way mother catch figure traditional.,Completed,2024-10-05,2025-12-22
SPR000373,PROJ000206,Sprint 373,Result modern decision great result activity three serve law.,Active,2026-03-27,2026-08-04
SPR000374,PROJ000124,Sprint 374,Begin again investment image indicate they.,Active,2026-04-15,2026-07-07
SPR000375,PROJ000183,Sprint 375,Great yet along air yourself down.,Completed,2025-04-02,2026-07-02
SPR000376,PROJ000248,Sprint 376,Race sing collection kind finally per approach fill.,Active,2024-09-14,2024-09-19
SPR000377,PROJ000074,Sprint 377,Money writer various good determine religious rock visit.,Active,2025-05-28,2026-03-15
SPR000378,PROJ000051,Sprint 378,Thing impact position information authority type anything development local walk.,Active,2025-03-11,2026-01-01
SPR000379,PROJ000017,Sprint 379,Shake green west add young to structure goal which possible.,Planned,2025-09-25,2025-10-09
SPR000380,PROJ000106,Sprint 380,Door large wait message church season get it work agree.,Planned,2025-06-13,2025-06-23
SPR000381,PROJ000118,Sprint 381,Investment road maybe than arm buy where hold best federal.,Completed,2025-07-23,2026-02-15
SPR000382,PROJ000166,Sprint 382,Production dinner thing experience indicate live drop.,Active,2025-07-28,2025-08-14
SPR000383,PROJ000222,Sprint 383,Land almost put ability door few put process listen.,Completed,2026-01-22,2026-05-20
SPR000384,PROJ000104,Sprint 384,Marriage reality task close record head while choose.,Active,2025-05-26,2025-12-28
SPR000385,PROJ000081,Sprint 385,Subject billion indicate low time among student tonight approach.,Planned,2024-12-31,2026-06-22
SPR000386,PROJ000046,Sprint 386,Traditional century season instead environment kind material source she believe need.,Completed,2025-06-17,2025-09-04
SPR000387,PROJ000216,Sprint 387,Moment tree technology property report relationship way project accept.,Planned,2024-08-10,2026-04-18
SPR000388,PROJ000221,Sprint 388,Activity expect who option minute miss.,Completed,2025-03-25,2026-01-20
SPR000389,PROJ000234,Sprint 389,Either morning blue near beyond investment offer author.,Planned,2025-07-15,2026-01-18
SPR000390,PROJ000240,Sprint 390,Long new left night data brother day state.,Completed,2024-12-03,2026-08-10
SPR000391,PROJ000154,Sprint 391,Process director newspaper toward choice prevent hope kind interview project.,Completed,2026-05-03,2026-06-21
SPR000392,PROJ000033,Sprint 392,Bad past statement special American majority.,Completed,2024-12-25,2026-05-21
SPR000393,PROJ000133,Sprint 393,Buy let once work hundred three truth trouble eat wind.,Completed,2026-06-09,2026-07-08
SPR000394,PROJ000097,Sprint 394,Task course democratic these although thank exactly.,Active,2024-10-24,2025-11-07
SPR000395,PROJ000205,Sprint 395,Check put feeling lead item author special piece learn.,Active,2024-08-26,2024-12-07
SPR000396,PROJ000146,Sprint 396,Report only others forget option past enjoy.,Planned,2026-04-09,2026-07-14
SPR000397,PROJ000060,Sprint 397,On somebody give authority area.,Planned,2025-01-18,2025-03-05
SPR000398,PROJ000182,Sprint 398,Site beat song key benefit American ahead spring action form.,Active,2025-12-25,2026-03-20
SPR000399,PROJ000071,Sprint 399,Worker house apply direction best night high loss.,Active,2025-05-14,2026-02-10
SPR000400,PROJ000106,Sprint 400,Another cell rest word middle.,Active,2025-10-19,2026-01-25
SPR000401,PROJ000250,Sprint 401,Conference early technology history out describe road.,Completed,2024-09-07,2026-05-19
SPR000402,PROJ000118,Sprint 402,Fish ever how serve north behavior event cold word debate.,Active,2025-07-16,2026-06-29
SPR000403,PROJ000142,Sprint 403,Affect wife political any thus sense political toward phone.,Planned,2025-05-18,2026-01-17
SPR000404,PROJ000197,Sprint 404,Outside can can six door first believe.,Planned,2026-04-16,2026-05-07
SPR000405,PROJ000194,Sprint 405,Idea after still Mrs personal lawyer watch.,Completed,2026-05-24,2026-06-08
SPR000406,PROJ000032,Sprint 406,Free like respond within read list PM camera perhaps Mr music.,Active,2024-11-07,2024-12-20
SPR000407,PROJ000223,Sprint 407,Budget system manager by north table owner.,Active,2024-12-26,2026-03-15
SPR000408,PROJ000052,Sprint 408,Hit list wall trial scientist bad even partner west they.,Completed,2026-06-04,2026-07-03
SPR000409,PROJ000049,Sprint 409,About physical pretty management address tough identify.,Active,2025-08-07,2026-06-22
SPR000410,PROJ000100,Sprint 410,Almost glass name position here home character find talk.,Planned,2026-04-26,2026-06-16
SPR000411,PROJ000031,Sprint 411,Despite idea mother smile service state radio relate manage fly.,Active,2025-11-01,2026-06-25
SPR000412,PROJ000064,Sprint 412,Case near thought size hand.,Planned,2025-10-29,2026-03-17
SPR000413,PROJ000248,Sprint 413,Sure board doctor alone hope second degree.,Active,2025-02-05,2025-10-08
SPR000414,PROJ000137,Sprint 414,Want trade street serious picture.,Active,2025-05-11,2026-06-28
SPR000415,PROJ000048,Sprint 415,War middle movement blood college above coach sing heart issue.,Active,2025-05-19,2026-01-29
SPR000416,PROJ000157,Sprint 416,Matter pick statement resource since guy financial network agency sort.,Completed,2024-09-16,2026-03-26
SPR000417,PROJ000221,Sprint 417,Likely window special interesting ready commercial data floor ago into.,Planned,2025-01-07,2025-01-15
SPR000418,PROJ000046,Sprint 418,Budget pressure low reduce year teacher should follow deep carry.,Active,2025-02-11,2026-01-14
SPR000419,PROJ000101,Sprint 419,Where wait floor toward difficult organization different federal attack feeling.,Planned,2025-06-14,2026-02-20
SPR000420,PROJ000242,Sprint 420,News generation quickly media top particularly four in.,Active,2025-08-12,2025-09-24
SPR000421,PROJ000139,Sprint 421,Dark follow interview idea state try senior green.,Active,2025-09-26,2025-10-06
SPR000422,PROJ000088,Sprint 422,Win side alone effort.,Completed,2025-03-21,2026-03-01
SPR000423,PROJ000017,Sprint 423,Some concern night language within moment sometimes.,Active,2026-04-27,2026-06-08
SPR000424,PROJ000083,Sprint 424,Least conference recent interest actually why condition mother small try.,Completed,2026-04-26,2026-06-22
SPR000425,PROJ000137,Sprint 425,Community whose condition since strong century blood.,Planned,2025-05-30,2025-09-05
SPR000426,PROJ000068,Sprint 426,As keep area whatever opportunity who start something religious.,Planned,2026-04-28,2026-05-11
SPR000427,PROJ000085,Sprint 427,Continue Republican kitchen outside station lose also always.,Planned,2024-10-14,2026-06-09
SPR000428,PROJ000060,Sprint 428,Shoulder difference service Mr more radio.,Completed,2026-05-26,2026-08-04
SPR000429,PROJ000069,Sprint 429,Wait popular special enjoy city try past impact water fly.,Active,2026-02-07,2026-08-01
SPR000430,PROJ000078,Sprint 430,Left four agree thousand skill news attack affect through focus.,Completed,2025-03-13,2025-11-02
SPR000431,PROJ000206,Sprint 431,Particularly college science view represent buy although although floor return.,Planned,2026-04-28,2026-08-04
SPR000432,PROJ000219,Sprint 432,Sister mention of ask my center million party one production.,Completed,2025-04-02,2025-07-22
SPR000433,PROJ000193,Sprint 433,His trip manage total from we break expect.,Planned,2025-08-13,2025-10-08
SPR000434,PROJ000119,Sprint 434,Speech people like war recent oil boy natural risk gas.,Active,2025-07-28,2025-10-29
SPR000435,PROJ000036,Sprint 435,Much region woman building letter song pattern.,Active,2024-11-15,2026-03-22
SPR000436,PROJ000242,Sprint 436,Upon own theory while former condition.,Planned,2026-02-24,2026-07-14
SPR000437,PROJ000184,Sprint 437,Page case expect thank various decade.,Completed,2025-04-29,2025-06-02
SPR000438,PROJ000112,Sprint 438,Color light worker common probably score ahead customer rather guy.,Active,2025-01-02,2026-01-15
SPR000439,PROJ000185,Sprint 439,Anything garden yet probably his drug interest budget million.,Planned,2025-04-06,2025-08-04
SPR000440,PROJ000021,Sprint 440,Different there ahead successful term language follow now last.,Planned,2026-02-25,2026-05-11
SPR000441,PROJ000046,Sprint 441,Morning if late too best teach quality realize.,Planned,2025-07-22,2026-06-06
SPR000442,PROJ000070,Sprint 442,Water strong great important professional.,Planned,2025-02-04,2026-03-05
SPR000443,PROJ000202,Sprint 443,Soldier financial debate audience country hour admit car.,Planned,2024-11-25,2025-03-01
SPR000444,PROJ000213,Sprint 444,Few what attention and onto light.,Active,2025-11-15,2026-02-24
SPR000445,PROJ000192,Sprint 445,Recognize group evening better life.,Completed,2024-07-27,2025-09-08
SPR000446,PROJ000200,Sprint 446,Nor opportunity able people five kid mean yourself respond.,Completed,2026-04-11,2026-07-14
SPR000447,PROJ000127,Sprint 447,On until price property case true official dog.,Planned,2025-02-26,2026-05-20
SPR000448,PROJ000032,Sprint 448,North him material least though against director this charge hour everything.,Planned,2025-02-23,2025-11-03
SPR000449,PROJ000140,Sprint 449,Avoid this learn water less light up business quickly exactly among.,Completed,2024-08-29,2026-04-23
SPR000450,PROJ000158,Sprint 450,Color real employee pass later strong light speech it floor.,Active,2026-02-01,2026-04-26
SPR000451,PROJ000063,Sprint 451,Film marriage arm true back interview.,Planned,2026-04-06,2026-06-03
SPR000452,PROJ000012,Sprint 452,Production interview surface fight read method player cut leave cell.,Planned,2024-12-16,2026-02-28
SPR000453,PROJ000165,Sprint 453,Represent away PM a majority.,Completed,2024-08-04,2025-11-26
SPR000454,PROJ000217,Sprint 454,Hand education across young fall beyond brother none.,Planned,2026-02-28,2026-03-01
SPR000455,PROJ000126,Sprint 455,May with miss reach especially agent help.,Active,2025-01-15,2025-10-15
SPR000456,PROJ000217,Sprint 456,Director outside number item hundred rule same professional drug.,Active,2025-06-12,2026-01-06
SPR000457,PROJ000001,Sprint 457,Air health human sense cultural must.,Active,2025-09-30,2025-12-15
SPR000458,PROJ000228,Sprint 458,Network suffer production show.,Completed,2024-12-29,2025-01-13
SPR000459,PROJ000039,Sprint 459,General history fact peace.,Completed,2025-02-01,2025-09-15
SPR000460,PROJ000030,Sprint 460,Customer until tough direction lawyer speak if either government.,Completed,2024-11-21,2026-08-16
SPR000461,PROJ000084,Sprint 461,Wall just study space go because by party husband.,Active,2024-09-27,2026-04-21
SPR000462,PROJ000104,Sprint 462,Within need up close so guy thank experience indicate.,Active,2025-07-01,2025-07-16
SPR000463,PROJ000124,Sprint 463,Always town cover consider financial item garden allow against force.,Active,2024-10-29,2024-12-23
SPR000464,PROJ000174,Sprint 464,Street full still pattern.,Completed,2025-08-24,2026-06-07
SPR000465,PROJ000011,Sprint 465,Rise civil call town consumer in though coach enter majority.,Active,2025-04-28,2025-07-03
SPR000466,PROJ000044,Sprint 466,Create house forget church food now wait no arrive address.,Planned,2026-04-06,2026-07-23
SPR000467,PROJ000136,Sprint 467,We manage reflect time save person surface.,Active,2025-05-11,2025-08-17
SPR000468,PROJ000097,Sprint 468,Idea travel which message partner even economy pick themselves news yes.,Completed,2024-09-14,2026-04-04
SPR000469,PROJ000222,Sprint 469,Factor find responsibility spring analysis environment medical man land.,Active,2025-06-28,2025-07-20
SPR000470,PROJ000231,Sprint 470,Social believe learn protect door affect offer.,Planned,2026-04-20,2026-07-27
SPR000471,PROJ000189,Sprint 471,One though indeed try feeling product billion recent real.,Planned,2025-11-02,2025-11-26
SPR000472,PROJ000138,Sprint 472,Teacher natural police research whole budget certain which crime.,Active,2026-02-08,2026-07-01
SPR000473,PROJ000219,Sprint 473,High drug fish organization write.,Active,2026-04-28,2026-07-12
SPR000474,PROJ000213,Sprint 474,Movement during see we lay he music movie.,Completed,2025-12-15,2026-02-28
SPR000475,PROJ000241,Sprint 475,Cup prove head line share thing several affect.,Active,2026-01-03,2026-06-17
SPR000476,PROJ000105,Sprint 476,Seven necessary whole peace back window.,Completed,2024-09-27,2025-03-19
SPR000477,PROJ000091,Sprint 477,Television kid human mouth change.,Completed,2024-11-30,2026-01-03
SPR000478,PROJ000189,Sprint 478,Not door against my finish deal race mind toward camera.,Completed,2025-12-14,2026-06-21
SPR000479,PROJ000240,Sprint 479,Position standard understand party debate economic effect number perform cause.,Completed,2025-03-02,2025-03-30
SPR000480,PROJ000131,Sprint 480,Quickly set cup similar available doctor.,Planned,2026-04-01,2026-05-07
SPR000481,PROJ000180,Sprint 481,Exist should above challenge want Mr arrive area million.,Planned,2025-10-11,2026-07-26
SPR000482,PROJ000115,Sprint 482,Decade positive certainly thousand final certainly.,Active,2024-09-01,2026-06-30
SPR000483,PROJ000130,Sprint 483,Discussion sure charge enjoy major nor computer enter firm.,Completed,2025-07-01,2025-10-14
SPR000484,PROJ000219,Sprint 484,And person election report management central while property animal without.,Active,2025-11-19,2026-03-09
SPR000485,PROJ000183,Sprint 485,Particular memory must read seem face see until risk drive natural.,Completed,2024-11-19,2025-03-10
SPR000486,PROJ000182,Sprint 486,Which magazine southern a night reach art.,Planned,2026-04-29,2026-08-20
SPR000487,PROJ000186,Sprint 487,Develop agent magazine knowledge city.,Completed,2025-05-12,2025-09-06
SPR000488,PROJ000056,Sprint 488,Network strong another perform standard.,Planned,2026-04-04,2026-04-16
SPR000489,PROJ000173,Sprint 489,Us create participant lay deal attention.,Planned,2025-05-28,2025-12-15
SPR000490,PROJ000191,Sprint 490,By theory decade top be help feel trade money chance.,Planned,2025-06-07,2025-11-11
SPR000491,PROJ000219,Sprint 491,Second bank individual east some six phone add soon itself.,Active,2024-10-19,2025-01-25
SPR000492,PROJ000063,Sprint 492,Personal artist man season often event too doctor.,Planned,2026-03-01,2026-06-11
SPR000493,PROJ000048,Sprint 493,Pm possible somebody reduce.,Planned,2025-09-25,2026-07-24
SPR000494,PROJ000105,Sprint 494,Least start happen run garden so.,Active,2025-02-23,2026-01-09
SPR000495,PROJ000040,Sprint 495,Party dog little evening or summer seek with politics president.,Completed,2025-03-05,2025-10-06
SPR000496,PROJ000044,Sprint 496,Include go still large practice believe friend.,Active,2024-10-06,2025-02-25
SPR000497,PROJ000035,Sprint 497,Military career feeling building civil account surface tell.,Completed,2024-12-17,2025-05-15
SPR000498,PROJ000166,Sprint 498,Guess race break many store young.,Completed,2025-07-21,2026-04-12
SPR000499,PROJ000085,Sprint 499,Effect decide figure anything performance how.,Completed,2025-05-16,2025-12-28
SPR000500,PROJ000227,Sprint 500,Identify down care out order.,Completed,2025-08-10,2026-02-14
SPR000501,PROJ000022,Sprint 501,Very recently many later life knowledge today ability.,Planned,2025-09-24,2026-04-27
SPR000502,PROJ000118,Sprint 502,Throughout know give hair administration dark market rate blood theory.,Completed,2026-02-13,2026-07-08
SPR000503,PROJ000234,Sprint 503,Stand notice first will lot.,Planned,2026-02-20,2026-03-18
SPR000504,PROJ000108,Sprint 504,Place conference trouble prepare require each ahead pass opportunity push.,Completed,2025-04-13,2026-03-07
SPR000505,PROJ000194,Sprint 505,Daughter fear yet key account rate.,Active,2025-08-13,2026-08-08
SPR000506,PROJ000060,Sprint 506,Old television could cover health detail single property sing.,Planned,2024-10-04,2026-08-01
SPR000507,PROJ000162,Sprint 507,Player act two look yeah grow other.,Active,2025-08-30,2026-04-18
SPR000508,PROJ000068,Sprint 508,Near toward machine prepare pay analysis degree necessary.,Planned,2025-10-10,2026-07-20
SPR000509,PROJ000130,Sprint 509,Do agree thought catch magazine method happy table.,Completed,2026-06-05,2026-07-10
SPR000510,PROJ000054,Sprint 510,Phone executive what mission civil light sometimes particularly.,Planned,2025-05-21,2025-10-14
SPR000511,PROJ000140,Sprint 511,Resource crime picture large child each rock Democrat.,Planned,2025-07-29,2025-09-14
SPR000512,PROJ000125,Sprint 512,Responsibility wish central yes food draw thought.,Active,2025-03-30,2026-01-06
SPR000513,PROJ000034,Sprint 513,Around center car until message be sound difference.,Planned,2024-09-23,2026-01-09
SPR000514,PROJ000037,Sprint 514,Age wife though country do would admit.,Active,2026-02-06,2026-07-01
SPR000515,PROJ000040,Sprint 515,Main discover believe various record two yes.,Active,2025-05-31,2025-10-26
SPR000516,PROJ000042,Sprint 516,Community deep or deal.,Active,2024-08-09,2026-05-06
SPR000517,PROJ000035,Sprint 517,Admit its wind standard set.,Completed,2025-03-20,2025-11-30
SPR000518,PROJ000130,Sprint 518,Ground until know all.,Planned,2026-03-17,2026-08-10
SPR000519,PROJ000111,Sprint 519,Gas way field father wish real attention clear.,Completed,2024-11-27,2025-06-19
SPR000520,PROJ000156,Sprint 520,Might result others listen president every.,Completed,2025-12-20,2026-03-25
SPR000521,PROJ000001,Sprint 521,Have believe media win research coach likely above dog.,Completed,2025-10-07,2025-11-20
SPR000522,PROJ000174,Sprint 522,Nature girl spring bit religious occur act possible right.,Active,2024-11-29,2026-06-26
SPR000523,PROJ000249,Sprint 523,Expert professional system onto must glass feeling security traditional.,Active,2025-03-22,2025-10-17
SPR000524,PROJ000005,Sprint 524,Than culture attention attack sense then dark population team.,Active,2024-12-28,2026-07-18
SPR000525,PROJ000038,Sprint 525,Well drive billion for everybody before plant true goal.,Active,2025-06-20,2025-12-23
