feature_id,project_id,feature_name,priority,status,estimated_story_points,created_at
FEAT000372,PROJ000115,API Enhancements,High,Testing,12,2026-07-07
FEAT000373,PROJ000232,Multi-language Support,High,Released,19,2025-10-21
FEAT000374,PROJ000109,Search Improvements,High,Backlog,15,2026-06-08
FEAT000375,PROJ000041,Workflow Automation,High,Testing,4,2026-02-06
FEAT000376,PROJ000243,Analytics Widgets,Medium,Backlog,9,2026-01-25
FEAT000377,PROJ000133,Role Based Access,High,Testing,17,2026-02-24
FEAT000378,PROJ000112,API Enhancements,Critical,Released,11,2026-06-21
FEAT000379,PROJ000203,Mobile Optimization,Low,Released,20,2026-05-22
FEAT000380,PROJ000080,AI Insights,Medium,Planned,12,2025-10-03
FEAT000381,PROJ000153,Workflow Automation,Critical,Backlog,2,2025-01-06
FEAT000382,PROJ000141,Multi-language Support,Critical,In Development,20,2024-07-25
FEAT000383,PROJ000174,Roadmap View,Low,In Development,19,2024-08-10
FEAT000384,PROJ000033,Custom Reports,Low,Planned,18,2026-05-10
FEAT000385,PROJ000053,Workflow Automation,High,Planned,16,2026-07-11
FEAT000386,PROJ000103,Workflow Automation,High,In Development,14,2025-03-15
FEAT000387,PROJ000030,Custom Reports,Low,Testing,14,2026-02-03
FEAT000388,PROJ000238,Workflow Automation,High,Released,15,2024-12-24
FEAT000389,PROJ000073,Custom Reports,Medium,Testing,14,2025-11-30
FEAT000390,PROJ000115,Custom Reports,High,In Development,16,2025-10-30
FEAT000391,PROJ000033,Custom Reports,Critical,Testing,10,2025-06-14
FEAT000392,PROJ000099,Analytics Widgets,Medium,Released,9,2025-06-25
FEAT000393,PROJ000101,Advanced Dashboard,Medium,In Development,16,2026-04-17
FEAT000394,PROJ000137,Mobile Optimization,Medium,Planned,12,2026-03-08
FEAT000395,PROJ000129,Role Based Access,Critical,Testing,14,2025-06-14
FEAT000396,PROJ000153,Dark Mode,Critical,Planned,8,2024-09-03
FEAT000397,PROJ000242,PDF Export,Low,Released,19,2024-12-23
FEAT000398,PROJ000078,Advanced Dashboard,Critical,Testing,1,2025-06-07
FEAT000399,PROJ000157,Roadmap View,Medium,Released,2,2026-06-25
FEAT000400,PROJ000137,Analytics Widgets,Low,Testing,4,2025-09-18
FEAT000401,PROJ000012,Advanced Dashboard,Medium,Testing,11,2024-10-05
FEAT000402,PROJ000134,PDF Export,Medium,Backlog,16,2026-03-06
FEAT000403,PROJ000050,Dark Mode,Low,Planned,5,2025-09-20
FEAT000404,PROJ000151,Role Based Access,Medium,Testing,20,2025-12-21
FEAT000405,PROJ000009,Notification Center,Medium,Testing,19,2026-07-19
FEAT000406,PROJ000213,Dark Mode,Critical,Released,7,2024-11-16
FEAT000407,PROJ000218,PDF Export,Medium,In Development,2,2025-07-21
FEAT000408,PROJ000174,Roadmap View,Medium,Planned,11,2024-09-21
FEAT000409,PROJ000213,PDF Export,High,In Development,15,2025-11-28
FEAT000410,PROJ000213,Advanced Dashboard,High,Released,5,2026-03-10
FEAT000411,PROJ000207,AI Insights,Low,Planned,14,2026-04-09
FEAT000412,PROJ000051,Analytics Widgets,Low,Testing,4,2025-04-12
FEAT000413,PROJ000151,Role Based Access,Medium,Planned,1,2024-10-19
FEAT000414,PROJ000162,PDF Export,Low,Released,17,2025-05-25
FEAT000415,PROJ000214,Notification Center,Medium,In Development,6,2026-05-10
FEAT000416,PROJ000028,Mobile Optimization,Medium,In Development,2,2025-08-22
FEAT000417,PROJ000016,Roadmap View,Critical,In Development,5,2026-04-05
FEAT000418,PROJ000024,Notification Center,Critical,Released,20,2024-10-31
FEAT000419,PROJ000236,Custom Reports,Low,Planned,7,2025-03-21
FEAT000420,PROJ000136,API Enhancements,High,Released,11,2025-03-06
FEAT000421,PROJ000131,Analytics Widgets,Medium,Backlog,15,2025-01-23
FEAT000422,PROJ000041,Role Based Access,Critical,Backlog,8,2026-01-10
FEAT000423,PROJ000217,Slack Integration,Medium,Testing,17,2025-06-23
FEAT000424,PROJ000052,Custom Reports,Medium,Planned,13,2026-06-21
FEAT000425,PROJ000241,Analytics Widgets,Medium,Backlog,21,2026-04-24
FEAT000426,PROJ000210,Search Improvements,Medium,Backlog,17,2025-05-23
FEAT000427,PROJ000058,PDF Export,Low,Released,3,2024-08-02
FEAT000428,PROJ000015,AI Insights,Low,In Development,21,2025-07-16
FEAT000429,PROJ000226,Multi-language Support,Medium,Testing,7,2026-01-23
FEAT000430,PROJ000194,Workflow Automation,Low,In Development,18,2026-07-08
FEAT000431,PROJ000002,Slack Integration,Critical,In Development,1,2024-11-24
FEAT000432,PROJ000247,PDF Export,Low,Testing,4,2025-03-06
FEAT000433,PROJ000013,Multi-language Support,High,In Development,18,2024-09-28
FEAT000434,PROJ000181,Role Based Access,Low,Released,21,2025-04-17
FEAT000435,PROJ000063,PDF Export,Medium,In Development,13,2025-05-02
FEAT000436,PROJ000233,API Enhancements,Critical,In Development,21,2026-03-09
FEAT000437,PROJ000077,Role Based Access,High,Testing,6,2025-02-02
FEAT000438,PROJ000201,Advanced Dashboard,High,Testing,10,2025-12-28
FEAT000439,PROJ000085,Roadmap View,Critical,Released,19,2026-01-07
FEAT000440,PROJ000128,Slack Integration,Critical,In Development,12,2025-08-26
FEAT000441,PROJ000037,Roadmap View,Low,Testing,3,2025-02-23
FEAT000442,PROJ000027,Slack Integration,High,Testing,12,2025-09-13
FEAT000443,PROJ000004,Mobile Optimization,Critical,In Development,21,2024-08-10
FEAT000444,PROJ000040,Workflow Automation,Medium,Released,16,2025-09-27
FEAT000445,PROJ000003,API Enhancements,Medium,Testing,9,2025-04-07
FEAT000446,PROJ000125,Roadmap View,High,Backlog,13,2026-04-03
FEAT000447,PROJ000136,Mobile Optimization,High,Testing,20,2026-01-16
FEAT000448,PROJ000169,API Enhancements,Medium,In Development,5,2025-07-31
FEAT000449,PROJ000226,Custom Reports,Low,Planned,16,2025-03-05
FEAT000450,PROJ000243,Search Improvements,Critical,In Development,15,2026-06-20
FEAT000451,PROJ000018,Roadmap View,Low,Planned,12,2025-05-02
FEAT000452,PROJ000244,API Enhancements,Medium,In Development,17,2026-01-23
FEAT000453,PROJ000105,Search Improvements,Critical,In Development,13,2024-08-04
FEAT000454,PROJ000226,PDF Export,Low,Testing,1,2024-09-30
FEAT000455,PROJ000185,Multi-language Support,Critical,Backlog,8,2026-05-21
FEAT000456,PROJ000085,Multi-language Support,Low,Backlog,21,2026-05-12
FEAT000457,PROJ000112,Mobile Optimization,Medium,Backlog,11,2025-12-07
FEAT000458,PROJ000120,Multi-language Support,Medium,Backlog,6,2026-06-15
FEAT000459,PROJ000055,AI Insights,Medium,Released,17,2025-11-21
FEAT000460,PROJ000058,Multi-language Support,Critical,Testing,15,2026-02-05
FEAT000461,PROJ000160,Role Based Access,Critical,Backlog,8,2025-07-17
FEAT000462,PROJ000184,Notification Center,Low,Backlog,10,2026-07-19
FEAT000463,PROJ000008,AI Insights,High,Released,10,2026-05-13
FEAT000464,PROJ000126,Role Based Access,High,Backlog,14,2026-06-16
FEAT000465,PROJ000234,PDF Export,Low,Planned,9,2024-10-06
FEAT000466,PROJ000058,Multi-language Support,Critical,Released,18,2025-08-28
FEAT000467,PROJ000138,Analytics Widgets,Critical,Planned,4,2026-01-26
FEAT000468,PROJ000113,Slack Integration,Low,Testing,6,2024-10-23
FEAT000469,PROJ000246,Custom Reports,High,Backlog,17,2025-05-21
FEAT000470,PROJ000016,Mobile Optimization,Low,Backlog,16,2024-08-02
FEAT000471,PROJ000122,Advanced Dashboard,High,Testing,9,2025-02-18
FEAT000472,PROJ000092,Analytics Widgets,High,Backlog,17,2024-11-28
FEAT000473,PROJ000037,Advanced Dashboard,Medium,Released,13,2024-09-23
FEAT000474,PROJ000133,Workflow Automation,Low,Planned,1,2025-12-24
FEAT000475,PROJ000124,PDF Export,Critical,In Development,14,2025-06-16
FEAT000476,PROJ000031,AI Insights,High,Planned,17,2026-04-03
FEAT000477,PROJ000204,Dark Mode,Critical,In Development,10,2024-08-10
FEAT000478,PROJ000250,Role Based Access,Critical,Released,15,2025-05-22
FEAT000479,PROJ000077,Role Based Access,High,In Development,18,2025-12-11
FEAT000480,PROJ000078,Multi-language Support,Critical,Released,13,2026-06-01
FEAT000481,PROJ000062,Notification Center,High,Backlog,18,2026-04-27
FEAT000482,PROJ000195,Mobile Optimization,Critical,Released,2,2026-05-08
FEAT000483,PROJ000182,Advanced Dashboard,High,In Development,3,2025-10-27
FEAT000484,PROJ000101,Role Based Access,Critical,Released,18,2026-03-24
FEAT000485,PROJ000082,Dark Mode,Medium,Released,7,2025-06-07
FEAT000486,PROJ000131,PDF Export,Low,Testing,2,2026-02-10
FEAT000487,PROJ000054,Role Based Access,Medium,Planned,11,2025-07-01
FEAT000488,PROJ000192,Role Based Access,Medium,Planned,3,2024-10-08
FEAT000489,PROJ000210,Multi-language Support,Low,Backlog,4,2025-06-17
FEAT000490,PROJ000093,Mobile Optimization,High,Backlog,17,2025-01-27
FEAT000491,PROJ000007,Advanced Dashboard,High,In Development,7,2025-11-28
FEAT000492,PROJ000230,Workflow Automation,Medium,Backlog,16,2025-12-05
FEAT000493,PROJ000007,Analytics Widgets,Low,Released,7,2024-12-31
FEAT000494,PROJ000237,API Enhancements,Medium,In Development,11,2024-08-21
FEAT000495,PROJ000204,Custom Reports,Critical,Backlog,9,2025-01-25
FEAT000496,PROJ000196,Search Improvements,Low,Released,10,2026-05-29
FEAT000497,PROJ000187,Mobile Optimization,Medium,In Development,10,2025-12-28
FEAT000498,PROJ000150,Notification Center,Medium,In Development,9,2024-08-15
FEAT000499,PROJ000236,Role Based Access,High,Released,18,2024-11-29
FEAT000500,PROJ000170,Dark Mode,Critical,In Development,1,2026-02-25
FEAT000501,PROJ000136,AI Insights,High,Released,8,2025-12-23
FEAT000502,PROJ000160,Notification Center,Medium,Planned,14,2024-12-01
FEAT000503,PROJ000211,Analytics Widgets,Critical,Released,13,2026-01-22
FEAT000504,PROJ000065,Search Improvements,Low,Backlog,3,2025-02-17
FEAT000505,PROJ000167,PDF Export,Medium,Backlog,19,2026-05-17
FEAT000506,PROJ000165,PDF Export,Low,Released,17,2025-08-31
FEAT000507,PROJ000130,PDF Export,Low,Backlog,14,2024-10-28
FEAT000508,PROJ000165,Slack Integration,Low,Released,18,2025-02-10
FEAT000509,PROJ000080,Multi-language Support,Critical,Released,1,2025-01-18
FEAT000510,PROJ000125,Custom Reports,Medium,Testing,20,2026-02-18
FEAT000511,PROJ000221,Mobile Optimization,High,Backlog,9,2025-02-07
FEAT000512,PROJ000131,API Enhancements,High,Testing,7,2025-08-16
FEAT000513,PROJ000067,AI Insights,Medium,Testing,9,2025-08-06
FEAT000514,PROJ000114,Mobile Optimization,High,Released,2,2024-08-19
FEAT000515,PROJ000021,Role Based Access,High,Backlog,4,2025-12-25
FEAT000516,PROJ000152,Workflow Automation,Low,Planned,2,2025-05-22
FEAT000517,PROJ000052,Multi-language Support,Critical,Released,17,2026-06-01
FEAT000518,PROJ000058,Dark Mode,Medium,Released,21,2026-04-29
FEAT000519,PROJ000144,Workflow Automation,Medium,Released,6,2024-10-07
FEAT000520,PROJ000247,Slack Integration,Low,In Development,5,2026-03-01
FEAT000521,PROJ000218,AI Insights,Critical,Released,7,2025-09-02
FEAT000522,PROJ000224,Workflow Automation,Critical,Backlog,12,2026-01-24
FEAT000523,PROJ000019,Dark Mode,High,In Development,20,2025-11-17
FEAT000524,PROJ000059,API Enhancements,Critical,Backlog,5,2026-03-14
FEAT000525,PROJ000204,API Enhancements,High,Testing,2,2026-01-24
FEAT000526,PROJ000054,Dark Mode,Critical,Planned,21,2025-03-22
FEAT000527,PROJ000158,Notification Center,Critical,Released,4,2026-05-24
FEAT000528,PROJ000012,Multi-language Support,Medium,In Development,2,2026-03-21
FEAT000529,PROJ000122,Workflow Automation,Critical,Planned,18,2024-09-14
FEAT000530,PROJ000221,Multi-language Support,Medium,Backlog,15,2025-09-14
FEAT000531,PROJ000053,Workflow Automation,Critical,Backlog,12,2025-04-15
FEAT000532,PROJ000224,Workflow Automation,Low,Testing,4,2025-09-08
FEAT000533,PROJ000249,Role Based Access,High,Planned,5,2025-02-05
FEAT000534,PROJ000063,Custom Reports,Medium,Backlog,1,2025-09-30
FEAT000535,PROJ000237,Custom Reports,High,In Development,21,2026-06-25
FEAT000536,PROJ000163,PDF Export,Critical,Testing,3,2026-06-04
FEAT000537,PROJ000158,Workflow Automation,Low,Released,3,2025-05-30
FEAT000538,PROJ000007,Slack Integration,Critical,In Development,15,2025-02-02
FEAT000539,PROJ000123,Role Based Access,Low,Planned,7,2024-10-29
FEAT000540,PROJ000205,Analytics Widgets,High,In Development,17,2026-06-11
FEAT000541,PROJ000091,Roadmap View,Medium,Backlog,2,2026-04-06
FEAT000542,PROJ000203,Advanced Dashboard,Low,Released,13,2025-01-15
FEAT000543,PROJ000195,API Enhancements,Low,Planned,12,2026-03-26
FEAT000544,PROJ000132,Roadmap View,Critical,Testing,13,2025-02-22
FEAT000545,PROJ000072,Search Improvements,Medium,Released,10,2026-02-14
FEAT000546,PROJ000074,Multi-language Support,Medium,Planned,21,2026-06-08
FEAT000547,PROJ000186,Advanced Dashboard,High,Released,10,2026-06-15
FEAT000548,PROJ000148,Role Based Access,Medium,In Development,10,2026-02-03
FEAT000549,PROJ000026,Search Improvements,Medium,Backlog,5,2024-08-12
FEAT000550,PROJ000109,Analytics Widgets,Low,Testing,11,2024-12-07
FEAT000551,PROJ000184,Notification Center,Medium,Planned,11,2026-01-05
FEAT000552,PROJ000156,Mobile Optimization,Medium,Testing,20,2024-10-02
FEAT000553,PROJ000115,AI Insights,Low,Planned,6,2024-12-24
FEAT000554,PROJ000062,Mobile Optimization,High,Released,7,2024-11-13
FEAT000555,PROJ000059,Advanced Dashboard,Medium,In Development,9,2025-03-12
FEAT000556,PROJ000145,PDF Export,Critical,Planned,18,2026-03-04
FEAT000557,PROJ000029,AI Insights,Critical,In Development,19,2026-05-21
FEAT000558,PROJ000090,Mobile Optimization,Medium,Released,18,2025-11-22
FEAT000559,PROJ000016,PDF Export,Critical,Testing,17,2025-05-15
FEAT000560,PROJ000235,Slack Integration,Low,Backlog,18,2026-04-13
FEAT000561,PROJ000143,API Enhancements,Critical,Released,15,2026-06-07
FEAT000562,PROJ000184,Custom Reports,Critical,Released,17,2026-05-02
FEAT000563,PROJ000131,Multi-language Support,Low,Released,6,2024-10-27
FEAT000564,PROJ000069,AI Insights,Low,Released,8,2026-07-03
FEAT000565,PROJ000037,AI Insights,Low,Backlog,20,2025-12-01
FEAT000566,PROJ000031,Workflow Automation,Low,In Development,3,2026-06-20
FEAT000567,PROJ000242,Role Based Access,Critical,In Development,10,2026-04-14
FEAT000568,PROJ000173,Multi-language Support,Critical,In Development,17,2026-04-03
FEAT000569,PROJ000023,Slack Integration,Low,Backlog,6,2025-08-26
FEAT000570,PROJ000154,Role Based Access,Medium,Released,3,2026-06-27
FEAT000571,PROJ000047,Workflow Automation,Medium,In Development,20,2024-09-02
FEAT000572,PROJ000091,Search Improvements,Medium,Testing,3,2025-02-21
FEAT000573,PROJ000028,Slack Integration,Medium,Backlog,20,2026-07-17
FEAT000574,PROJ000046,Notification Center,High,In Development,19,2024-10-19
FEAT000575,PROJ000116,Role Based Access,Low,Planned,18,2024-11-20
FEAT000576,PROJ000019,Notification Center,Low,Planned,13,2025-10-13
FEAT000577,PROJ000199,Custom Reports,Low,Released,21,2025-05-02
FEAT000578,PROJ000073,Search Improvements,Low,Testing,21,2025-06-09
FEAT000579,PROJ000214,Advanced Dashboard,Low,Testing,21,2024-07-22
FEAT000580,PROJ000217,Workflow Automation,Medium,In Development,21,2025-12-11
FEAT000581,PROJ000135,Mobile Optimization,High,Testing,16,2024-08-26
FEAT000582,PROJ000190,AI Insights,Low,Released,15,2025-05-17
FEAT000583,PROJ000211,Slack Integration,Critical,In Development,10,2024-12-08
FEAT000584,PROJ000083,Roadmap View,Critical,Backlog,1,2025-04-24
FEAT000585,PROJ000107,Roadmap View,Critical,Released,16,2025-11-18
FEAT000586,PROJ000025,PDF Export,High,Planned,2,2025-12-05
FEAT000587,PROJ000049,API Enhancements,High,Released,21,2025-05-12
FEAT000588,PROJ000231,Roadmap View,High,Testing,1,2026-03-15
FEAT000589,PROJ000128,Search Improvements,High,In Development,1,2026-07-19
FEAT000590,PROJ000052,Search Improvements,Critical,Testing,15,2025-12-17
FEAT000591,PROJ000086,Role Based Access,Medium,Backlog,19,2026-05-31
FEAT000592,PROJ000077,AI Insights,Medium,Released,11,2026-05-31
FEAT000593,PROJ000233,API Enhancements,Critical,Released,14,2025-10-03
FEAT000594,PROJ000215,Slack Integration,Low,In Development,20,2026-04-14
FEAT000595,PROJ000133,API Enhancements,Low,Backlog,6,2025-05-20
FEAT000596,PROJ000162,AI Insights,Medium,In Development,17,2024-10-18
FEAT000597,PROJ000085,AI Insights,Medium,Testing,15,2024-12-11
FEAT000598,PROJ000236,Slack Integration,High,Planned,12,2024-08-13
FEAT000599,PROJ000143,PDF Export,Low,In Development,6,2025-08-14
FEAT000600,PROJ000234,Slack Integration,Critical,Released,16,2026-03-01
FEAT000601,PROJ000215,Dark Mode,High,Testing,16,2024-08-23
FEAT000602,PROJ000186,Dark Mode,High,Planned,10,2025-03-24
FEAT000603,PROJ000096,PDF Export,Critical,Testing,15,2026-06-13
FEAT000604,PROJ000007,Advanced Dashboard,High,Backlog,8,2025-05-05
FEAT000605,PROJ000230,Roadmap View,Critical,Testing,9,2025-06-10
FEAT000606,PROJ000133,Workflow Automation,Medium,In Development,20,2026-05-16
FEAT000607,PROJ000181,Custom Reports,Low,Backlog,3,2025-02-08
FEAT000608,PROJ000063,Slack Integration,Medium,Planned,14,2025-03-10
FEAT000609,PROJ000066,Search Improvements,High,Backlog,20,2025-02-08
FEAT000610,PROJ000072,Custom Reports,High,Planned,21,2025-10-13
FEAT000611,PROJ000122,Notification Center,High,Backlog,19,2024-11-28
FEAT000612,PROJ000197,Search Improvements,Critical,Testing,8,2025-01-31
FEAT000613,PROJ000225,Slack Integration,Critical,Released,5,2026-04-10
FEAT000614,PROJ000013,Multi-language Support,Critical,Backlog,6,2026-04-22
FEAT000615,PROJ000217,Roadmap View,Low,Released,9,2024-11-04
FEAT000616,PROJ000101,Advanced Dashboard,High,Testing,6,2025-02-18
FEAT000617,PROJ000024,API Enhancements,Low,Testing,1,2025-04-02
FEAT000618,PROJ000039,Analytics Widgets,Low,Testing,20,2025-06-08
FEAT000619,PROJ000052,Notification Center,High,Released,17,2025-12-12
FEAT000620,PROJ000073,Custom Reports,Low,Released,11,2025-11-02
FEAT000621,PROJ000096,Dark Mode,Critical,In Development,10,2026-01-23
FEAT000622,PROJ000235,PDF Export,Low,Backlog,6,2024-11-02
FEAT000623,PROJ000006,Multi-language Support,Low,Planned,19,2025-09-07
FEAT000624,PROJ000222,PDF Export,Low,Planned,3,2025-09-23
FEAT000625,PROJ000236,Notification Center,Critical,Testing,21,2024-11-18
FEAT000626,PROJ000167,Role Based Access,Critical,In Development,20,2024-08-06
FEAT000627,PROJ000018,AI Insights,High,Released,3,2026-05-18
FEAT000628,PROJ000165,Notification Center,Low,Backlog,11,2024-10-30
FEAT000629,PROJ000214,Mobile Optimization,High,Released,13,2025-03-14
FEAT000630,PROJ000213,Dark Mode,Medium,Planned,13,2026-03-23
FEAT000631,PROJ000139,Custom Reports,Critical,In Development,7,2024-09-17
FEAT000632,PROJ000083,Search Improvements,Low,Planned,10,2024-09-16
FEAT000633,PROJ000126,Search Improvements,Low,Planned,11,2024-09-20
FEAT000634,PROJ000200,Roadmap View,High,Testing,15,2025-08-12
FEAT000635,PROJ000108,Workflow Automation,Medium,Backlog,7,2025-05-13
FEAT000636,PROJ000082,API Enhancements,Low,Released,7,2024-08-03
FEAT000637,PROJ000205,Dark Mode,High,Released,2,2025-09-13
FEAT000638,PROJ000219,Mobile Optimization,Medium,Testing,18,2024-10-07
FEAT000639,PROJ000111,Roadmap View,Critical,In Development,10,2026-03-11
FEAT000640,PROJ000208,Search Improvements,High,Planned,13,2026-05-18
FEAT000641,PROJ000156,Roadmap View,Medium,In Development,5,2025-02-11
FEAT000642,PROJ000026,PDF Export,Medium,Planned,5,2025-04-24
FEAT000643,PROJ000007,Role Based Access,Low,In Development,4,2025-01-26
FEAT000644,PROJ000043,Custom Reports,Medium,Released,19,2026-05-16
FEAT000645,PROJ000187,Mobile Optimization,Critical,In Development,4,2024-09-24
FEAT000646,PROJ000205,AI Insights,Critical,Backlog,18,2025-01-31
FEAT000647,PROJ000224,PDF Export,Critical,Backlog,12,2025-02-15
FEAT000648,PROJ000138,Role Based Access,Medium,Planned,2,2024-12-02
FEAT000649,PROJ000091,Role Based Access,Low,Backlog,16,2026-05-05
FEAT000650,PROJ000242,Multi-language Support,High,Testing,7,2026-05-12
FEAT000651,PROJ000010,Custom Reports,High,Testing,19,2025-11-23
FEAT000652,PROJ000087,Workflow Automation,Low,Backlog,1,2024-10-26
FEAT000653,PROJ000087,Analytics Widgets,High,Backlog,17,2025-01-04
FEAT000654,PROJ000068,Role Based Access,Medium,Released,21,2024-08-25
FEAT000655,PROJ000050,Role Based Access,Low,Testing,18,2025-01-27
FEAT000656,PROJ000240,Workflow Automation,High,Planned,7,2025-06-23
FEAT000657,PROJ000011,PDF Export,Critical,Testing,13,2026-03-14
FEAT000658,PROJ000071,Roadmap View,Critical,Planned,4,2026-03-17
FEAT000659,PROJ000064,Analytics Widgets,High,Planned,1,2024-10-29
FEAT000660,PROJ000002,Role Based Access,Medium,Planned,2,2024-08-27
FEAT000661,PROJ000066,PDF Export,Low,Released,13,2024-08-24
FEAT000662,PROJ000135,AI Insights,High,Testing,20,2024-08-28
FEAT000663,PROJ000192,Roadmap View,Critical,In Development,5,2025-10-09
FEAT000664,PROJ000181,Multi-language Support,Low,In Development,2,2026-02-03
FEAT000665,PROJ000017,Custom Reports,High,Planned,16,2026-01-30
FEAT000666,PROJ000038,Dark Mode,High,Released,12,2025-07-31
FEAT000667,PROJ000156,AI Insights,Critical,In Development,10,2024-12-03
FEAT000668,PROJ000175,Advanced Dashboard,High,Released,6,2024-12-29
FEAT000669,PROJ000065,Mobile Optimization,Critical,Released,12,2026-01-09
FEAT000670,PROJ000047,Role Based Access,High,Released,11,2025-07-23
FEAT000671,PROJ000136,API Enhancements,Low,Planned,20,2026-03-20
FEAT000672,PROJ000142,Mobile Optimization,Low,Planned,14,2025-05-09
FEAT000673,PROJ000177,Analytics Widgets,High,In Development,11,2025-10-14
FEAT000674,PROJ000165,PDF Export,Medium,Planned,18,2026-01-10
FEAT000675,PROJ000058,Notification Center,Critical,Released,19,2025-05-30
FEAT000676,PROJ000035,PDF Export,Critical,In Development,11,2025-09-03
FEAT000677,PROJ000098,Advanced Dashboard,Low,Released,5,2026-01-24
FEAT000678,PROJ000003,Custom Reports,Medium,In Development,15,2024-11-20
FEAT000679,PROJ000226,Dark Mode,Medium,Planned,20,2025-04-07
FEAT000680,PROJ000186,Slack Integration,Medium,Backlog,3,2025-04-11
FEAT000681,PROJ000138,Notification Center,Medium,Backlog,21,2025-11-03
FEAT000682,PROJ000083,API Enhancements,Critical,Backlog,11,2025-08-17
FEAT000683,PROJ000008,API Enhancements,Critical,In Development,12,2026-05-17
FEAT000684,PROJ000051,Analytics Widgets,Low,Planned,8,2025-12-12
FEAT000685,PROJ000154,Slack Integration,Critical,Backlog,8,2026-01-08
FEAT000686,PROJ000167,PDF Export,Medium,Testing,6,2025-07-24
FEAT000687,PROJ000198,Analytics Widgets,Critical,Released,10,2026-04-09
FEAT000688,PROJ000125,Notification Center,Low,Planned,10,2025-09-11
FEAT000689,PROJ000037,Dark Mode,Low,Testing,16,2025-07-03
FEAT000690,PROJ000172,Roadmap View,Medium,Backlog,21,2025-07-16
FEAT000691,PROJ000013,Notification Center,Critical,Testing,6,2025-03-14
FEAT000692,PROJ000003,Analytics Widgets,Low,In Development,13,2026-05-26
FEAT000693,PROJ000041,Custom Reports,Critical,Testing,16,2024-10-05
FEAT000694,PROJ000214,Advanced Dashboard,Low,In Development,7,2025-06-01
FEAT000695,PROJ000124,API Enhancements,Low,Testing,2,2024-09-11
FEAT000696,PROJ000248,Slack Integration,High,In Development,18,2025-05-20
FEAT000697,PROJ000003,Roadmap View,Low,Testing,15,2026-03-24
FEAT000698,PROJ000170,AI Insights,Critical,Released,11,2026-06-16
FEAT000699,PROJ000102,Slack Integration,Medium,Released,20,2025-10-17
FEAT000700,PROJ000015,Notification Center,Critical,In Development,2,2026-02-23
FEAT000701,PROJ000063,Notification Center,High,Backlog,3,2024-08-29
FEAT000702,PROJ000091,Advanced Dashboard,Critical,Testing,2,2025-02-19
FEAT000703,PROJ000168,API Enhancements,Low,Planned,13,2025-09-25
FEAT000704,PROJ000230,API Enhancements,High,Backlog,19,2025-11-30
FEAT000705,PROJ000244,Slack Integration,Medium,Released,11,2025-01-09
FEAT000706,PROJ000145,Mobile Optimization,Medium,Planned,19,2025-10-30
FEAT000707,PROJ000239,Search Improvements,High,Planned,10,2025-05-17
FEAT000708,PROJ000212,Slack Integration,Critical,Released,9,2026-01-28
FEAT000709,PROJ000237,Mobile Optimization,High,In Development,10,2025-01-30
FEAT000710,PROJ000141,Multi-language Support,Low,Backlog,11,2025-08-23
FEAT000711,PROJ000104,Dark Mode,Critical,Planned,11,2026-07-16
FEAT000712,PROJ000209,Custom Reports,High,In Development,14,2025-03-20
FEAT000713,PROJ000085,Analytics Widgets,High,In Development,11,2026-06-03
FEAT000714,PROJ000105,Roadmap View,High,Backlog,3,2025-01-28
FEAT000715,PROJ000008,Roadmap View,High,Planned,6,2025-07-15
FEAT000716,PROJ000033,Mobile Optimization,Medium,In Development,19,2024-11-08
FEAT000717,PROJ000052,Workflow Automation,Medium,In Development,5,2025-08-14
FEAT000718,PROJ000245,Role Based Access,Critical,Planned,19,2025-06-08
FEAT000719,PROJ000117,Workflow Automation,Medium,In Development,21,2025-01-20
FEAT000720,PROJ000125,Multi-language Support,Low,In Development,15,2026-04-23
FEAT000721,PROJ000123,Analytics Widgets,Low,Released,14,2024-08-11
FEAT000722,PROJ000142,Roadmap View,Medium,Released,16,2025-11-18
FEAT000723,PROJ000131,Custom Reports,High,Backlog,5,2026-01-28
FEAT000724,PROJ000176,Custom Reports,Critical,Planned,2,2026-02-24
FEAT000725,PROJ000048,Search Improvements,Medium,Backlog,6,2025-04-28
FEAT000726,PROJ000176,Search Improvements,Low,Testing,14,2025-11-05
FEAT000727,PROJ000198,Role Based Access,High,In Development,20,2025-03-24
FEAT000728,PROJ000081,Analytics Widgets,High,Released,5,2025-12-22
FEAT000729,PROJ000227,Mobile Optimization,Medium,Released,1,2025-10-14
FEAT000730,PROJ000032,Custom Reports,Medium,In Development,7,2026-05-09
FEAT000731,PROJ000024,PDF Export,Critical,Testing,13,2026-03-21
FEAT000732,PROJ000205,Workflow Automation,Low,Released,9,2024-12-29
FEAT000733,PROJ000130,PDF Export,Medium,In Development,1,2026-03-17
FEAT000734,PROJ000018,Custom Reports,High,Testing,14,2025-08-13
FEAT000735,PROJ000126,Analytics Widgets,Critical,Testing,17,2026-01-29
FEAT000736,PROJ000035,Search Improvements,Low,Testing,17,2024-11-15
FEAT000737,PROJ000216,Dark Mode,Medium,Released,18,2025-01-16
FEAT000738,PROJ000012,Mobile Optimization,Critical,Backlog,2,2025-05-05
FEAT000739,PROJ000023,Notification Center,Low,Released,15,2025-03-07
FEAT000740,PROJ000153,Workflow Automation,Medium,Released,7,2025-06-24
FEAT000741,PROJ000237,API Enhancements,Low,Backlog,17,2026-07-09
FEAT000742,PROJ000160,Advanced Dashboard,High,Released,2,2024-09-27
