ticket_id,project_id,assigned_user_id,ticket_title,ticket_type,priority,status,story_points,created_at
TKT000869,PROJ000184,USR000787,Ticket-869,Task,Critical,In Progress,10,2025-06-13
TKT000870,PROJ000226,USR000167,Ticket-870,Task,High,Closed,4,2025-04-05
TKT000871,PROJ000167,USR000660,Ticket-871,Story,Medium,Open,11,2026-07-20
TKT000872,PROJ000137,USR000576,Ticket-872,Improvement,High,Blocked,1,2025-01-03
TKT000873,PROJ000249,USR000155,Ticket-873,Story,Medium,Closed,6,2024-10-10
TKT000874,PROJ000097,USR000503,Ticket-874,Story,Medium,In Progress,6,2025-03-05
TKT000875,PROJ000013,USR000512,Ticket-875,Story,Low,Closed,12,2025-01-21
TKT000876,PROJ000134,USR000102,Ticket-876,Epic,Medium,Resolved,3,2024-10-25
TKT000877,PROJ000217,USR000054,Ticket-877,Story,Medium,In Progress,1,2025-03-31
TKT000878,PROJ000235,USR000229,Ticket-878,Task,Low,In Progress,12,2025-11-04
TKT000879,PROJ000017,USR000161,Ticket-879,Epic,High,Blocked,5,2026-01-21
TKT000880,PROJ000195,USR000110,Ticket-880,Story,Critical,Resolved,7,2024-10-07
TKT000881,PROJ000050,USR000195,Ticket-881,Bug,High,Resolved,12,2025-09-13
TKT000882,PROJ000010,USR000378,Ticket-882,Bug,Medium,Closed,6,2025-04-01
TKT000883,PROJ000111,USR000300,Ticket-883,Improvement,High,Open,11,2024-10-03
TKT000884,PROJ000246,USR000284,Ticket-884,Epic,Critical,Resolved,3,2026-07-20
TKT000885,PROJ000176,USR000583,Ticket-885,Epic,Medium,Closed,3,2024-12-16
TKT000886,PROJ000201,USR000217,Ticket-886,Story,Critical,Closed,10,2024-09-05
TKT000887,PROJ000100,USR000657,Ticket-887,Improvement,High,Resolved,8,2025-03-27
TKT000888,PROJ000209,USR000204,Ticket-888,Epic,Low,Open,10,2025-09-29
TKT000889,PROJ000028,USR000318,Ticket-889,Story,High,In Progress,3,2025-06-22
TKT000890,PROJ000044,USR000570,Ticket-890,Improvement,Low,Blocked,13,2025-11-06
TKT000891,PROJ000037,USR000115,Ticket-891,Bug,Low,Resolved,6,2024-08-17
TKT000892,PROJ000229,USR000058,Ticket-892,Epic,Medium,Open,5,2025-02-28
TKT000893,PROJ000040,USR000477,Ticket-893,Task,Medium,Closed,12,2025-11-30
TKT000894,PROJ000178,USR000308,Ticket-894,Story,High,Open,11,2026-05-15
TKT000895,PROJ000143,USR000514,Ticket-895,Bug,High,Resolved,5,2025-07-20
TKT000896,PROJ000194,USR000584,Ticket-896,Improvement,High,Blocked,12,2025-11-09
TKT000897,PROJ000041,USR000800,Ticket-897,Improvement,Critical,Resolved,4,2026-03-03
TKT000898,PROJ000190,USR000647,Ticket-898,Epic,Low,Closed,7,2026-07-02
TKT000899,PROJ000152,USR000385,Ticket-899,Bug,High,Closed,8,2025-07-15
TKT000900,PROJ000210,USR000463,Ticket-900,Bug,Critical,Blocked,8,2026-01-20
TKT000901,PROJ000099,USR000560,Ticket-901,Story,Low,Closed,8,2024-08-24
TKT000902,PROJ000249,USR000019,Ticket-902,Epic,Medium,In Progress,2,2026-06-10
TKT000903,PROJ000218,USR000214,Ticket-903,Task,Medium,Closed,11,2025-07-21
TKT000904,PROJ000072,USR000503,Ticket-904,Story,High,Open,2,2025-07-21
TKT000905,PROJ000087,USR000371,Ticket-905,Improvement,High,Blocked,5,2026-02-17
TKT000906,PROJ000003,USR000227,Ticket-906,Task,Critical,In Progress,3,2024-10-25
TKT000907,PROJ000171,USR000386,Ticket-907,Task,Critical,Open,6,2025-08-19
TKT000908,PROJ000057,USR000363,Ticket-908,Improvement,High,Resolved,1,2024-08-17
TKT000909,PROJ000074,USR000188,Ticket-909,Improvement,High,Open,6,2025-09-09
TKT000910,PROJ000134,USR000630,Ticket-910,Epic,Medium,Blocked,5,2025-08-18
TKT000911,PROJ000221,USR000429,Ticket-911,Story,Critical,Blocked,13,2025-11-22
TKT000912,PROJ000209,USR000094,Ticket-912,Bug,High,Closed,6,2025-09-17
TKT000913,PROJ000195,USR000176,Ticket-913,Improvement,Critical,In Progress,7,2025-05-24
TKT000914,PROJ000121,USR000757,Ticket-914,Task,Low,Blocked,5,2025-05-07
TKT000915,PROJ000246,USR000205,Ticket-915,Task,Medium,Open,5,2026-03-09
TKT000916,PROJ000249,USR000376,Ticket-916,Story,High,Open,7,2024-10-27
TKT000917,PROJ000132,USR000223,Ticket-917,Task,Critical,Open,5,2024-12-24
TKT000918,PROJ000072,USR000542,Ticket-918,Improvement,Medium,Resolved,1,2024-08-28
TKT000919,PROJ000006,USR000497,Ticket-919,Epic,Low,Closed,1,2025-09-17
TKT000920,PROJ000142,USR000186,Ticket-920,Improvement,Low,In Progress,11,2025-06-16
TKT000921,PROJ000138,USR000581,Ticket-921,Bug,Medium,In Progress,9,2026-04-22
TKT000922,PROJ000090,USR000171,Ticket-922,Epic,Critical,In Progress,8,2026-04-03
TKT000923,PROJ000013,USR000074,Ticket-923,Bug,High,Closed,12,2025-03-13
TKT000924,PROJ000162,USR000404,Ticket-924,Epic,Medium,Blocked,13,2025-05-05
TKT000925,PROJ000018,USR000007,Ticket-925,Task,Low,Closed,3,2026-05-22
TKT000926,PROJ000123,USR000214,Ticket-926,Bug,Low,Closed,2,2026-03-14
TKT000927,PROJ000166,USR000377,Ticket-927,Story,Low,Open,11,2024-10-22
TKT000928,PROJ000222,USR000600,Ticket-928,Epic,Critical,Open,10,2026-04-12
TKT000929,PROJ000225,USR000066,Ticket-929,Epic,High,In Progress,11,2026-04-20
TKT000930,PROJ000083,USR000434,Ticket-930,Task,Low,Closed,3,2025-05-16
TKT000931,PROJ000205,USR000516,Ticket-931,Improvement,High,Blocked,3,2025-03-17
TKT000932,PROJ000020,USR000388,Ticket-932,Bug,Medium,In Progress,9,2024-08-26
TKT000933,PROJ000152,USR000304,Ticket-933,Epic,Critical,Resolved,13,2025-10-06
TKT000934,PROJ000097,USR000762,Ticket-934,Epic,Medium,Resolved,1,2024-12-24
TKT000935,PROJ000058,USR000767,Ticket-935,Task,Medium,Open,1,2024-10-27
TKT000936,PROJ000194,USR000248,Ticket-936,Task,Critical,In Progress,4,2025-03-03
TKT000937,PROJ000179,USR000392,Ticket-937,Story,Low,Blocked,10,2025-08-13
TKT000938,PROJ000040,USR000515,Ticket-938,Task,Low,In Progress,8,2025-01-08
TKT000939,PROJ000110,USR000741,Ticket-939,Epic,Medium,Open,9,2026-06-22
TKT000940,PROJ000124,USR000325,Ticket-940,Epic,Low,Open,9,2026-07-18
TKT000941,PROJ000143,USR000434,Ticket-941,Story,Medium,In Progress,10,2026-03-12
TKT000942,PROJ000077,USR000225,Ticket-942,Bug,Low,Resolved,1,2026-04-16
TKT000943,PROJ000085,USR000003,Ticket-943,Epic,Low,Closed,4,2024-10-26
TKT000944,PROJ000032,USR000317,Ticket-944,Bug,High,Closed,5,2026-06-27
TKT000945,PROJ000193,USR000072,Ticket-945,Bug,Critical,Blocked,4,2024-09-12
TKT000946,PROJ000202,USR000158,Ticket-946,Task,Critical,Resolved,4,2026-05-07
TKT000947,PROJ000082,USR000144,Ticket-947,Improvement,High,In Progress,13,2024-09-20
TKT000948,PROJ000145,USR000603,Ticket-948,Task,Medium,Open,5,2025-07-30
TKT000949,PROJ000076,USR000179,Ticket-949,Story,Low,Open,4,2025-04-08
TKT000950,PROJ000239,USR000230,Ticket-950,Improvement,Medium,In Progress,12,2025-05-26
TKT000951,PROJ000060,USR000107,Ticket-951,Task,Critical,Resolved,4,2024-12-07
TKT000952,PROJ000018,USR000430,Ticket-952,Improvement,Critical,Blocked,9,2025-08-17
TKT000953,PROJ000040,USR000262,Ticket-953,Story,Medium,Blocked,9,2025-10-14
TKT000954,PROJ000113,USR000413,Ticket-954,Bug,Critical,In Progress,11,2025-06-24
TKT000955,PROJ000184,USR000441,Ticket-955,Epic,Low,Open,12,2024-11-11
TKT000956,PROJ000215,USR000248,Ticket-956,Task,High,Closed,9,2025-03-30
TKT000957,PROJ000171,USR000560,Ticket-957,Epic,Low,Open,9,2024-11-14
TKT000958,PROJ000045,USR000046,Ticket-958,Task,High,Resolved,7,2026-04-25
TKT000959,PROJ000079,USR000547,Ticket-959,Task,Critical,Open,10,2025-11-26
TKT000960,PROJ000172,USR000325,Ticket-960,Bug,High,Closed,8,2025-09-14
TKT000961,PROJ000195,USR000180,Ticket-961,Bug,High,Resolved,4,2024-09-08
TKT000962,PROJ000108,USR000471,Ticket-962,Improvement,Critical,Blocked,8,2024-09-03
TKT000963,PROJ000095,USR000137,Ticket-963,Epic,Medium,In Progress,8,2024-09-09
TKT000964,PROJ000232,USR000287,Ticket-964,Epic,High,Resolved,4,2026-06-24
TKT000965,PROJ000186,USR000736,Ticket-965,Bug,High,Blocked,13,2024-08-06
TKT000966,PROJ000201,USR000420,Ticket-966,Improvement,Critical,Closed,9,2025-02-19
TKT000967,PROJ000147,USR000609,Ticket-967,Story,High,In Progress,3,2024-08-28
TKT000968,PROJ000138,USR000434,Ticket-968,Task,Medium,Blocked,8,2024-10-05
TKT000969,PROJ000240,USR000468,Ticket-969,Epic,Low,Closed,11,2024-07-22
TKT000970,PROJ000063,USR000760,Ticket-970,Improvement,Medium,Resolved,3,2026-03-07
TKT000971,PROJ000153,USR000626,Ticket-971,Epic,Critical,Closed,3,2025-04-14
TKT000972,PROJ000188,USR000583,Ticket-972,Story,Low,Blocked,12,2024-12-06
TKT000973,PROJ000058,USR000761,Ticket-973,Story,Low,Blocked,11,2025-06-25
TKT000974,PROJ000157,USR000137,Ticket-974,Epic,Medium,Closed,1,2026-03-30
TKT000975,PROJ000092,USR000703,Ticket-975,Story,Medium,In Progress,8,2026-01-03
TKT000976,PROJ000013,USR000742,Ticket-976,Epic,Low,In Progress,6,2026-03-21
TKT000977,PROJ000135,USR000254,Ticket-977,Task,Critical,Open,11,2026-01-25
TKT000978,PROJ000002,USR000721,Ticket-978,Task,High,Closed,9,2026-05-10
TKT000979,PROJ000124,USR000729,Ticket-979,Epic,Low,In Progress,4,2026-04-16
TKT000980,PROJ000052,USR000220,Ticket-980,Bug,Critical,In Progress,7,2025-03-17
TKT000981,PROJ000086,USR000521,Ticket-981,Epic,Critical,In Progress,9,2026-06-19
TKT000982,PROJ000036,USR000671,Ticket-982,Bug,Medium,In Progress,8,2026-04-15
TKT000983,PROJ000183,USR000782,Ticket-983,Epic,Critical,Blocked,11,2024-10-11
TKT000984,PROJ000023,USR000768,Ticket-984,Improvement,Critical,Blocked,1,2025-01-07
TKT000985,PROJ000087,USR000569,Ticket-985,Task,Medium,Blocked,2,2026-04-04
TKT000986,PROJ000155,USR000182,Ticket-986,Epic,Critical,In Progress,3,2025-08-03
TKT000987,PROJ000092,USR000657,Ticket-987,Epic,Critical,Closed,3,2026-06-16
TKT000988,PROJ000219,USR000063,Ticket-988,Epic,Medium,Resolved,5,2024-07-27
TKT000989,PROJ000129,USR000604,Ticket-989,Epic,Critical,Open,8,2024-10-01
TKT000990,PROJ000245,USR000395,Ticket-990,Task,High,Resolved,9,2025-01-27
TKT000991,PROJ000011,USR000196,Ticket-991,Improvement,High,In Progress,5,2024-10-06
TKT000992,PROJ000232,USR000630,Ticket-992,Story,Medium,Closed,10,2024-09-12
TKT000993,PROJ000213,USR000710,Ticket-993,Story,Low,Blocked,2,2025-01-14
TKT000994,PROJ000059,USR000168,Ticket-994,Bug,Medium,In Progress,7,2025-09-30
TKT000995,PROJ000220,USR000356,Ticket-995,Story,Critical,Closed,11,2025-10-06
TKT000996,PROJ000136,USR000480,Ticket-996,Epic,Critical,Blocked,5,2026-05-02
TKT000997,PROJ000032,USR000038,Ticket-997,Story,Medium,Open,6,2025-02-19
TKT000998,PROJ000206,USR000725,Ticket-998,Epic,Medium,In Progress,5,2025-05-01
TKT000999,PROJ000027,USR000710,Ticket-999,Task,Medium,Resolved,3,2025-01-13
TKT001000,PROJ000003,USR000451,Ticket-1000,Bug,Medium,In Progress,11,2025-09-21
TKT001001,PROJ000203,USR000759,Ticket-1001,Task,High,Blocked,9,2024-12-16
TKT001002,PROJ000108,USR000072,Ticket-1002,Story,Low,In Progress,8,2026-02-11
TKT001003,PROJ000071,USR000585,Ticket-1003,Epic,High,In Progress,13,2026-05-16
TKT001004,PROJ000022,USR000346,Ticket-1004,Improvement,Critical,Blocked,9,2025-12-13
TKT001005,PROJ000133,USR000497,Ticket-1005,Epic,Medium,Blocked,11,2026-06-20
TKT001006,PROJ000061,USR000512,Ticket-1006,Epic,Medium,In Progress,4,2026-04-14
TKT001007,PROJ000057,USR000466,Ticket-1007,Improvement,Low,Resolved,2,2025-06-26
TKT001008,PROJ000153,USR000296,Ticket-1008,Story,Critical,Resolved,12,2025-06-21
TKT001009,PROJ000076,USR000504,Ticket-1009,Task,Medium,Open,8,2025-01-29
TKT001010,PROJ000126,USR000674,Ticket-1010,Improvement,Medium,Resolved,8,2025-08-13
TKT001011,PROJ000194,USR000026,Ticket-1011,Story,Medium,Closed,10,2025-12-24
TKT001012,PROJ000011,USR000387,Ticket-1012,Bug,Medium,Blocked,6,2025-11-19
TKT001013,PROJ000059,USR000674,Ticket-1013,Bug,Medium,Closed,4,2025-05-14
TKT001014,PROJ000048,USR000072,Ticket-1014,Bug,Low,In Progress,11,2024-12-09
TKT001015,PROJ000226,USR000663,Ticket-1015,Story,Low,Blocked,13,2025-06-07
TKT001016,PROJ000140,USR000097,Ticket-1016,Bug,Medium,In Progress,8,2025-09-22
TKT001017,PROJ000135,USR000099,Ticket-1017,Improvement,Critical,Closed,10,2025-05-20
TKT001018,PROJ000133,USR000034,Ticket-1018,Story,Low,Blocked,5,2025-04-11
TKT001019,PROJ000225,USR000324,Ticket-1019,Story,Low,Open,10,2025-04-14
TKT001020,PROJ000060,USR000520,Ticket-1020,Task,High,Closed,10,2025-01-06
TKT001021,PROJ000108,USR000163,Ticket-1021,Epic,Medium,Open,5,2025-01-20
TKT001022,PROJ000035,USR000327,Ticket-1022,Task,Low,Resolved,1,2026-02-15
TKT001023,PROJ000238,USR000058,Ticket-1023,Improvement,Low,In Progress,4,2025-05-11
TKT001024,PROJ000112,USR000468,Ticket-1024,Improvement,Medium,Blocked,8,2025-04-10
TKT001025,PROJ000214,USR000252,Ticket-1025,Bug,Medium,Closed,9,2025-08-02
TKT001026,PROJ000084,USR000388,Ticket-1026,Epic,Low,In Progress,13,2025-03-03
TKT001027,PROJ000053,USR000286,Ticket-1027,Story,Low,Blocked,12,2024-09-24
TKT001028,PROJ000103,USR000730,Ticket-1028,Epic,High,In Progress,2,2024-09-24
TKT001029,PROJ000068,USR000216,Ticket-1029,Task,High,Resolved,9,2024-11-03
TKT001030,PROJ000020,USR000159,Ticket-1030,Improvement,Medium,In Progress,7,2025-10-16
TKT001031,PROJ000233,USR000113,Ticket-1031,Improvement,Medium,Closed,9,2025-04-05
TKT001032,PROJ000054,USR000742,Ticket-1032,Epic,Medium,Resolved,2,2026-02-21
TKT001033,PROJ000217,USR000515,Ticket-1033,Bug,Medium,In Progress,9,2024-08-29
TKT001034,PROJ000167,USR000063,Ticket-1034,Improvement,Medium,Blocked,11,2025-06-16
TKT001035,PROJ000045,USR000728,Ticket-1035,Bug,Medium,In Progress,9,2025-09-27
TKT001036,PROJ000007,USR000022,Ticket-1036,Bug,Critical,In Progress,10,2026-05-17
TKT001037,PROJ000126,USR000651,Ticket-1037,Story,Critical,In Progress,7,2024-12-30
TKT001038,PROJ000215,USR000011,Ticket-1038,Epic,Low,Blocked,4,2024-12-10
TKT001039,PROJ000111,USR000471,Ticket-1039,Task,High,Open,13,2025-07-25
TKT001040,PROJ000128,USR000764,Ticket-1040,Bug,Critical,Blocked,1,2026-07-03
TKT001041,PROJ000141,USR000588,Ticket-1041,Task,Medium,Closed,11,2024-08-07
TKT001042,PROJ000145,USR000633,Ticket-1042,Epic,High,Resolved,5,2025-01-02
TKT001043,PROJ000228,USR000729,Ticket-1043,Improvement,Low,Resolved,10,2025-04-20
TKT001044,PROJ000125,USR000309,Ticket-1044,Improvement,High,Resolved,8,2025-10-12
TKT001045,PROJ000224,USR000638,Ticket-1045,Improvement,Critical,Open,11,2025-04-23
TKT001046,PROJ000151,USR000185,Ticket-1046,Improvement,Low,Blocked,8,2026-05-17
TKT001047,PROJ000245,USR000061,Ticket-1047,Bug,Low,Resolved,4,2026-06-10
TKT001048,PROJ000135,USR000176,Ticket-1048,Task,Critical,Blocked,9,2025-05-12
TKT001049,PROJ000217,USR000102,Ticket-1049,Story,Medium,Resolved,12,2026-04-15
TKT001050,PROJ000050,USR000723,Ticket-1050,Bug,Medium,Blocked,9,2024-09-27
TKT001051,PROJ000014,USR000099,Ticket-1051,Improvement,Low,In Progress,5,2024-07-24
TKT001052,PROJ000058,USR000448,Ticket-1052,Improvement,High,Blocked,5,2026-02-14
TKT001053,PROJ000142,USR000148,Ticket-1053,Epic,Medium,Blocked,4,2026-02-12
TKT001054,PROJ000102,USR000788,Ticket-1054,Task,Low,Resolved,3,2026-01-29
TKT001055,PROJ000235,USR000174,Ticket-1055,Story,Low,Open,1,2025-09-23
TKT001056,PROJ000136,USR000152,Ticket-1056,Epic,Low,Closed,9,2026-06-05
TKT001057,PROJ000187,USR000101,Ticket-1057,Task,Critical,Open,8,2025-11-06
TKT001058,PROJ000142,USR000012,Ticket-1058,Story,Critical,In Progress,1,2026-03-28
TKT001059,PROJ000019,USR000349,Ticket-1059,Task,Low,Blocked,2,2026-04-16
TKT001060,PROJ000155,USR000001,Ticket-1060,Epic,High,Open,1,2025-05-31
TKT001061,PROJ000187,USR000750,Ticket-1061,Story,Low,Open,4,2026-01-22
TKT001062,PROJ000213,USR000673,Ticket-1062,Improvement,Low,In Progress,11,2026-06-18
TKT001063,PROJ000213,USR000394,Ticket-1063,Task,Critical,Open,8,2025-03-17
TKT001064,PROJ000115,USR000010,Ticket-1064,Epic,Low,Resolved,3,2025-02-04
TKT001065,PROJ000204,USR000153,Ticket-1065,Bug,Medium,Closed,9,2026-07-18
TKT001066,PROJ000124,USR000423,Ticket-1066,Improvement,Critical,Blocked,5,2025-12-27
TKT001067,PROJ000172,USR000604,Ticket-1067,Task,Medium,In Progress,13,2025-02-08
TKT001068,PROJ000056,USR000046,Ticket-1068,Improvement,Critical,In Progress,9,2026-02-26
TKT001069,PROJ000094,USR000196,Ticket-1069,Improvement,Medium,Resolved,9,2026-06-02
TKT001070,PROJ000180,USR000508,Ticket-1070,Epic,Medium,Blocked,10,2025-04-08
TKT001071,PROJ000020,USR000221,Ticket-1071,Improvement,Low,Blocked,3,2025-10-08
TKT001072,PROJ000015,USR000467,Ticket-1072,Improvement,Medium,Open,6,2025-05-19
TKT001073,PROJ000007,USR000544,Ticket-1073,Improvement,Medium,Open,10,2026-06-17
TKT001074,PROJ000041,USR000250,Ticket-1074,Improvement,Low,Closed,6,2026-03-21
TKT001075,PROJ000187,USR000767,Ticket-1075,Task,Medium,Resolved,9,2025-01-16
TKT001076,PROJ000235,USR000215,Ticket-1076,Bug,High,Closed,9,2024-09-01
TKT001077,PROJ000132,USR000620,Ticket-1077,Bug,Low,Closed,3,2025-10-30
TKT001078,PROJ000118,USR000485,Ticket-1078,Improvement,High,Closed,4,2025-05-22
TKT001079,PROJ000020,USR000373,Ticket-1079,Task,Critical,In Progress,4,2025-05-20
TKT001080,PROJ000012,USR000030,Ticket-1080,Task,Critical,Closed,11,2026-06-14
TKT001081,PROJ000184,USR000702,Ticket-1081,Story,Medium,In Progress,11,2025-03-10
TKT001082,PROJ000151,USR000505,Ticket-1082,Task,High,Blocked,9,2025-04-04
TKT001083,PROJ000166,USR000686,Ticket-1083,Epic,Low,Blocked,5,2026-03-08
TKT001084,PROJ000221,USR000042,Ticket-1084,Task,Critical,Open,9,2024-11-11
TKT001085,PROJ000180,USR000181,Ticket-1085,Improvement,Critical,Closed,5,2025-10-26
TKT001086,PROJ000167,USR000713,Ticket-1086,Bug,High,Open,13,2025-07-22
TKT001087,PROJ000091,USR000358,Ticket-1087,Story,Critical,Blocked,12,2026-03-23
TKT001088,PROJ000211,USR000421,Ticket-1088,Story,Low,Closed,12,2026-06-02
TKT001089,PROJ000206,USR000260,Ticket-1089,Bug,Low,Resolved,7,2025-11-15
TKT001090,PROJ000160,USR000636,Ticket-1090,Epic,High,Blocked,12,2025-04-28
TKT001091,PROJ000205,USR000436,Ticket-1091,Epic,Medium,In Progress,12,2024-10-18
TKT001092,PROJ000243,USR000647,Ticket-1092,Task,High,Blocked,4,2025-09-14
TKT001093,PROJ000094,USR000342,Ticket-1093,Epic,Low,Blocked,12,2025-06-08
TKT001094,PROJ000007,USR000655,Ticket-1094,Bug,Medium,In Progress,2,2026-06-25
TKT001095,PROJ000230,USR000379,Ticket-1095,Story,Medium,Blocked,9,2025-03-29
TKT001096,PROJ000089,USR000135,Ticket-1096,Epic,Medium,Resolved,12,2025-03-04
TKT001097,PROJ000088,USR000415,Ticket-1097,Task,High,Blocked,1,2025-07-29
TKT001098,PROJ000103,USR000285,Ticket-1098,Bug,Medium,Blocked,4,2025-03-20
TKT001099,PROJ000146,USR000648,Ticket-1099,Story,High,Closed,4,2024-12-26
TKT001100,PROJ000022,USR000595,Ticket-1100,Bug,Low,Blocked,6,2024-09-17
TKT001101,PROJ000150,USR000168,Ticket-1101,Epic,Medium,Blocked,1,2025-09-09
TKT001102,PROJ000039,USR000049,Ticket-1102,Improvement,Critical,Resolved,13,2026-03-13
TKT001103,PROJ000014,USR000469,Ticket-1103,Bug,Medium,Closed,11,2025-06-10
TKT001104,PROJ000034,USR000773,Ticket-1104,Improvement,Low,Closed,8,2025-12-06
TKT001105,PROJ000185,USR000662,Ticket-1105,Story,Medium,Blocked,2,2025-05-05
TKT001106,PROJ000058,USR000054,Ticket-1106,Bug,High,Closed,9,2024-12-26
TKT001107,PROJ000080,USR000636,Ticket-1107,Improvement,Medium,Open,5,2025-11-25
TKT001108,PROJ000168,USR000669,Ticket-1108,Story,High,In Progress,12,2024-10-25
TKT001109,PROJ000068,USR000142,Ticket-1109,Epic,Critical,Resolved,10,2025-10-27
TKT001110,PROJ000170,USR000225,Ticket-1110,Story,Low,Closed,4,2025-04-13
TKT001111,PROJ000123,USR000625,Ticket-1111,Story,Medium,Blocked,7,2026-01-14
TKT001112,PROJ000086,USR000512,Ticket-1112,Story,Medium,Resolved,6,2025-05-10
TKT001113,PROJ000214,USR000526,Ticket-1113,Task,Critical,Blocked,3,2026-07-16
TKT001114,PROJ000031,USR000302,Ticket-1114,Bug,Medium,Resolved,4,2026-02-16
TKT001115,PROJ000220,USR000055,Ticket-1115,Improvement,Low,Open,3,2025-02-21
TKT001116,PROJ000195,USR000359,Ticket-1116,Epic,Medium,In Progress,10,2026-01-18
TKT001117,PROJ000116,USR000543,Ticket-1117,Improvement,Low,In Progress,13,2025-09-01
TKT001118,PROJ000047,USR000605,Ticket-1118,Improvement,Medium,Open,6,2025-02-07
TKT001119,PROJ000189,USR000720,Ticket-1119,Epic,High,In Progress,10,2024-10-26
TKT001120,PROJ000027,USR000132,Ticket-1120,Epic,Low,Blocked,8,2026-02-22
TKT001121,PROJ000065,USR000284,Ticket-1121,Task,Medium,Blocked,6,2025-11-24
TKT001122,PROJ000199,USR000183,Ticket-1122,Task,High,Closed,3,2025-04-16
TKT001123,PROJ000069,USR000446,Ticket-1123,Bug,Low,Open,11,2024-12-19
TKT001124,PROJ000048,USR000730,Ticket-1124,Bug,High,Blocked,11,2026-04-13
TKT001125,PROJ000075,USR000252,Ticket-1125,Epic,High,In Progress,7,2026-06-27
TKT001126,PROJ000028,USR000725,Ticket-1126,Epic,Medium,Blocked,1,2026-03-18
TKT001127,PROJ000199,USR000524,Ticket-1127,Improvement,Critical,Open,11,2026-07-10
TKT001128,PROJ000177,USR000205,Ticket-1128,Epic,Medium,Closed,6,2025-10-06
TKT001129,PROJ000204,USR000081,Ticket-1129,Task,Critical,Open,4,2024-07-22
TKT001130,PROJ000170,USR000373,Ticket-1130,Improvement,Critical,Resolved,9,2025-10-18
TKT001131,PROJ000086,USR000643,Ticket-1131,Improvement,High,Resolved,13,2025-05-17
TKT001132,PROJ000171,USR000387,Ticket-1132,Bug,Medium,Closed,1,2026-07-13
TKT001133,PROJ000208,USR000112,Ticket-1133,Bug,Critical,Blocked,10,2025-04-18
TKT001134,PROJ000228,USR000091,Ticket-1134,Epic,High,Open,10,2024-10-08
TKT001135,PROJ000031,USR000672,Ticket-1135,Improvement,Medium,Resolved,9,2026-05-18
TKT001136,PROJ000211,USR000305,Ticket-1136,Bug,High,Blocked,11,2025-07-05
TKT001137,PROJ000080,USR000646,Ticket-1137,Story,Medium,In Progress,5,2026-03-12
TKT001138,PROJ000137,USR000593,Ticket-1138,Task,Critical,Resolved,1,2025-04-13
TKT001139,PROJ000031,USR000044,Ticket-1139,Improvement,Critical,Blocked,7,2025-09-20
TKT001140,PROJ000230,USR000735,Ticket-1140,Improvement,Medium,Resolved,10,2025-04-08
TKT001141,PROJ000231,USR000189,Ticket-1141,Bug,Low,Open,12,2025-04-20
TKT001142,PROJ000139,USR000134,Ticket-1142,Task,Medium,Open,8,2025-03-05
TKT001143,PROJ000156,USR000536,Ticket-1143,Bug,Critical,Open,12,2026-01-31
TKT001144,PROJ000082,USR000183,Ticket-1144,Epic,Low,In Progress,9,2025-10-25
TKT001145,PROJ000185,USR000339,Ticket-1145,Improvement,Medium,Blocked,6,2026-03-09
TKT001146,PROJ000075,USR000183,Ticket-1146,Improvement,Critical,Open,2,2025-07-27
TKT001147,PROJ000235,USR000306,Ticket-1147,Improvement,Medium,Closed,2,2025-09-08
TKT001148,PROJ000109,USR000748,Ticket-1148,Story,Medium,Resolved,10,2024-10-28
TKT001149,PROJ000136,USR000023,Ticket-1149,Task,Medium,Open,10,2025-03-21
TKT001150,PROJ000025,USR000500,Ticket-1150,Task,Medium,Blocked,9,2025-07-18
TKT001151,PROJ000170,USR000581,Ticket-1151,Bug,Medium,In Progress,12,2026-06-03
TKT001152,PROJ000046,USR000107,Ticket-1152,Bug,Medium,Open,12,2026-04-09
TKT001153,PROJ000050,USR000700,Ticket-1153,Story,High,Open,6,2024-09-16
TKT001154,PROJ000099,USR000131,Ticket-1154,Task,Critical,Closed,7,2025-11-24
TKT001155,PROJ000244,USR000520,Ticket-1155,Story,High,In Progress,8,2025-10-20
TKT001156,PROJ000206,USR000498,Ticket-1156,Task,Medium,Closed,3,2024-07-31
TKT001157,PROJ000027,USR000339,Ticket-1157,Improvement,Low,Open,8,2026-06-08
TKT001158,PROJ000220,USR000540,Ticket-1158,Bug,Medium,In Progress,5,2025-09-23
TKT001159,PROJ000235,USR000568,Ticket-1159,Bug,Low,Open,8,2025-12-18
TKT001160,PROJ000193,USR000601,Ticket-1160,Story,Critical,Resolved,6,2025-07-23
TKT001161,PROJ000095,USR000751,Ticket-1161,Story,High,Blocked,4,2025-01-12
TKT001162,PROJ000041,USR000065,Ticket-1162,Task,High,In Progress,9,2026-04-07
TKT001163,PROJ000195,USR000722,Ticket-1163,Epic,High,Resolved,9,2024-10-24
TKT001164,PROJ000086,USR000623,Ticket-1164,Story,Medium,In Progress,9,2026-04-18
TKT001165,PROJ000192,USR000379,Ticket-1165,Task,Medium,In Progress,7,2025-07-08
TKT001166,PROJ000076,USR000296,Ticket-1166,Story,High,Blocked,5,2025-05-09
TKT001167,PROJ000026,USR000549,Ticket-1167,Task,Critical,Resolved,11,2026-05-12
TKT001168,PROJ000107,USR000095,Ticket-1168,Bug,Low,Blocked,8,2025-07-13
TKT001169,PROJ000103,USR000684,Ticket-1169,Epic,Low,Resolved,4,2025-05-18
TKT001170,PROJ000024,USR000365,Ticket-1170,Task,Medium,Blocked,8,2025-06-16
